@relation FeaturesSetC_IG

@attribute MFCC5_Dias numeric
@attribute MFCC5_Sys numeric
@attribute LPC_Coefficient5 numeric
@attribute LPC_Coefficient4 numeric
@attribute atomFreq6 numeric
@attribute MFCC6_S2 numeric
@attribute atomFreq5 numeric
@attribute atomFreq7 numeric
@attribute MFCC5_S2 numeric
@attribute atomFreq8 numeric
@attribute atomFreq9 numeric
@attribute atomFreq10 numeric
@attribute MFCC6_S1 numeric
@attribute LPC_Coefficient6 numeric
@attribute atomFreq4 numeric
@attribute MFCC6_Sys numeric
@attribute LPC_Coefficient9 numeric
@attribute atomFreq13 numeric
@attribute atomFreq3 numeric
@attribute MFCC6_Dias numeric
@attribute LPC_Coefficient2 numeric
@attribute atomFreq11 numeric
@attribute LPC_Coefficient10 numeric
@attribute atomFreq14 numeric
@attribute atomFreq12 numeric
@attribute LPC_Coefficient8 numeric
@attribute MFCC5_S1 numeric
@attribute atomFreq2 numeric
@attribute MFCC2_S2 numeric
@attribute LPC_Coefficient14 numeric
@attribute atomFreq15 numeric
@attribute LPC_Coefficient15 numeric
@attribute atomFreq1 numeric
@attribute atomLen6 numeric
@attribute LPC_Coefficient11 numeric
@attribute MFCC4_S2 numeric
@attribute atomLen7 numeric
@attribute MFCC3_Dias numeric
@attribute MFCC13_Dias numeric
@attribute MFCC2_S1 numeric
@attribute MFCC7_Sys numeric
@attribute atomLen5 numeric
@attribute atomLen8 numeric
@attribute LPC_Coefficient3 numeric
@attribute atomLen4 numeric
@attribute MFCC7_Dias numeric
@attribute MFCC9_Dias numeric
@attribute atomLen9 numeric
@attribute LPC_Coefficient7 numeric
@attribute MFCC1_S1 numeric
@attribute MFCC12_Dias numeric
@attribute atomLen1 numeric
@attribute atomLen11 numeric
@attribute MFCC1_S2 numeric
@attribute MFCC4_Sys numeric
@attribute LPC_Coefficient13 numeric
@attribute atomLen13 numeric
@attribute LPC_Coefficient12 numeric
@attribute MFCC11_Dias numeric
@attribute atomLen3 numeric
@attribute MFCC13_Sys numeric
@attribute MFCC2_Dias numeric
@attribute atomLen10 numeric
@attribute atomPos4 numeric
@attribute atomPos3 numeric
@attribute atomLen2 numeric
@attribute MFCC3_Sys numeric
@attribute atomPos1 numeric
@attribute atomPos2 numeric
@attribute MFCC9_S1 numeric
@attribute MFCC4_S1 numeric
@attribute MFCC4_Dias numeric
@attribute MFCC1_Dias numeric
@attribute atomAmp2 numeric
@attribute atomPos5 numeric
@attribute MFCC9_Sys numeric
@attribute MFCC14_Dias numeric
@attribute atomLen15 numeric
@attribute atomPos11 numeric
@attribute atomAmp1 numeric
@attribute MFCC10_Dias numeric
@attribute atomAmp3 numeric
@attribute MFCC9_S2 numeric
@attribute atomPos14 numeric
@attribute LPC_Coefficient16 numeric
@attribute MFCC8_Dias numeric
@attribute MFCC14_Sys numeric
@attribute atomLen14 numeric
@attribute atomLen12 numeric
@attribute atomPos6 numeric
@attribute MFCC3_S2 numeric
@attribute MFCC12_Sys numeric
@attribute MFCC7_S2 numeric
@attribute atomPos15 numeric
@attribute MFCC10_Sys numeric
@attribute atomPos8 numeric
@attribute MFCC11_Sys numeric
@attribute MFCC2_Sys numeric
@attribute atomPos12 numeric
@attribute MFCC3_S1 numeric
@attribute atomAmp4 numeric
@attribute atomPos10 numeric
@attribute MFCC10_S1 numeric
@attribute atomPos9 numeric
@attribute MFCC1_Sys numeric
@attribute MFCC7_S1 numeric
@attribute atomPos7 numeric
@attribute MFCC10_S2 numeric
@attribute MFCC8_S1 numeric
@attribute atomPos13 numeric
@attribute MFCC12_S2 numeric
@attribute MFCC8_S2 numeric
@attribute MFCC14_S1 numeric
@attribute atomAmp5 numeric
@attribute MFCC13_S1 numeric
@attribute atomAmp6 numeric
@attribute Class {abnormal,normal}

@data
-0.009594,-0.05264,1.6295,1.4602,0.375,0.44868,0.26042,0.38333,0.092185,0.32292,0.26042,0.28125,0.22286,1.7684,0.27083,0.46092,1.5159,0.225,0.28125,0.3745,0.86932,0.25417,1.3466,0.22292,0.2375,1.5955,0.10357,0.28125,4.8139,0.44471,0.125,0.28027,0.22708,32,1.1634,1.6434,32,0.049139,-0.091715,4.1773,0.31445,32,32,1.336,32,0.27374,0.12444,32,1.7627,-7.9817,0.003487,32,32,-8.9871,1.8438,0.68577,32,0.86054,0.02061,32,-0.071047,5.0378,32,930.67,874.4,32,-0.27849,360,1216,0.087682,1.1419,1.6301,-8.6189,1.6247,817.33,0.20794,-0.068969,32,993.87,1.7607,-0.16092,1.5826,0.060566,1030.9,0.13795,-0.20946,-0.11893,32,32,704,0.020701,-0.009383,0.31757,643.2,-0.132,918.13,0.052243,5.1628,948.27,0.35119,1.4605,918.67,-0.11568,1133.9,-9.6175,0.091584,542.4,-0.14651,-0.15445,1140.5,-0.038084,-0.23975,-0.065384,1.3853,-0.022438,1.2323,abnormal
-0.79328,-0.78435,0.11226,0.007884,0.018643,-0.15951,0.017401,0.015211,-0.48167,0.013613,0.019117,0.020419,-0.054261,0.11307,0.019472,-0.13693,0.009533,0.024444,0.015033,-0.081074,-0.80127,0.023023,-0.013465,0.019058,0.022254,0.038752,0.018143,0.015152,6.1982,-0.003005,0.020064,0.015365,0.015625,158.06,-0.023339,0.87871,171.64,0.75794,-0.088745,6.0511,0.033601,176.48,199.76,-0.23567,157.09,0.079424,0.19587,193.94,0.084297,-4.0181,0.040267,188.12,195.88,-7.8088,0.92161,-0.014503,167.76,-0.021238,0.018507,130.91,-0.076723,6.2198,181.33,159.88,173.7,215.27,1.2101,7.7576,22.788,0.033261,1.0812,1.1468,-10.083,3.2841,152.24,0.1453,0.027648,176.48,217.7,5.0261,-0.20929,2.25,0.084692,380.12,0.024624,-0.32563,0.035935,159.03,149.33,189.09,1.6976,0.032127,-0.004171,347.39,-0.21923,278.42,-0.018417,6.4037,245.21,2.4734,1.742,161.09,-0.010237,288.85,-9.2961,0.005167,198.06,-0.13527,-0.13078,253.09,0.00661,-0.2004,-0.001942,1.3847,-0.029813,1.2231,normal
-0.66916,-0.6315,0.13835,0.049205,0.019236,0.003654,0.025354,0.020784,0.085446,0.019679,0.019605,0.021448,-0.12856,0.12132,0.021963,-0.08921,-0.015807,0.024617,0.018426,0.1108,-0.85178,0.025538,-0.024977,0.026349,0.023364,0.014912,0.28631,0.018942,5.5555,0.002326,0.020047,0.006492,0.015478,156.38,-0.018656,1.3864,147.92,0.2449,-0.041062,5.7023,0.065211,141.28,127.4,-0.22236,166.04,0.1742,0.35,163.02,0.066391,-7.7169,-0.080295,167.85,171.47,-11.107,1.7479,-0.004204,152.15,-0.008809,-0.020084,189.58,-0.01578,5.3606,150.34,283.09,302.49,150.94,0.69618,14.189,93.434,0.087963,1.628,2.074,-17.461,1.8063,224.91,0.30571,0.052862,139.47,348.45,3.7558,-0.24896,1.4507,0.14384,320.45,0.020698,-0.11087,0.044754,149.74,163.62,234.57,2.2156,-0.039467,0.14268,346.57,-0.18095,244.23,-0.002501,5.4512,263.77,2.999,1.1311,304.15,-0.01815,208.83,-15.774,-0.061562,431.4,-0.050288,-0.041185,417.43,-0.025823,-0.026045,-0.034797,0.91597,-0.070493,0.7156,normal
-1.3648,-1.2966,0.13202,0.056182,0.030134,-0.38984,0.010603,0.030134,-0.42839,0.021763,0.03125,0.022879,-0.59331,0.098773,0.023438,-0.23476,0.010824,0.029018,0.02567,-0.17798,-0.88012,0.017857,-0.005579,0.027623,0.023996,0.026527,-0.23469,0.017857,5.4428,-0.008028,0.039621,0.013762,0.027902,141.71,-0.016373,2.1589,228.57,-2.393,-0.022491,5.7346,-0.12139,315.43,182.86,-0.21214,86.857,-0.044473,0.078157,137.14,0.057785,0.27344,-0.29864,201.14,105.14,-0.62027,2.2655,-0.02256,173.71,-0.024075,0.07992,146.29,-0.034713,4.4755,146.29,68,525.71,118.86,-1.7789,221.71,53.714,-0.022534,1.9816,2.2592,-4.9081,5.0102,126.29,0.072123,0.10493,164.57,378.29,5.0864,-0.48017,4.0225,0.11091,246.29,0.027027,0.031882,0.08873,169.14,137.14,358.29,0.36973,-0.2295,0.067472,215.43,-0.46575,170.29,0.081685,4.636,248,0.90703,3.0235,273.14,-0.12864,555.43,-4.2278,-0.18215,360,-0.22582,-0.33265,370.29,-0.097571,-0.19451,0.061558,1.8779,-0.11644,1.6889,normal
-0.49896,-0.55673,0.15649,0.091133,0.017887,0.062899,0.019326,0.017373,0.078274,0.01912,0.024465,0.019531,-0.056736,0.12985,0.014391,0.08199,-0.001773,0.016345,0.016653,0.28582,-1.0027,0.019531,-0.055087,0.014597,0.021279,0.008309,0.16001,0.020148,5.5644,0.024128,0.021793,0.026997,0.015625,154.95,-0.035578,1.4652,195.37,0.60306,-0.077801,5.497,0.17494,154.95,119.58,-0.21655,203.79,0.19037,0.28876,195.37,0.065296,-2.7293,0.024836,235.79,213.89,-3.8059,1.9544,0.000202,198.74,-0.021468,-0.024982,134.74,-0.065512,5.3612,197.05,34.947,176.42,141.47,0.94355,3.3684,457.26,0.011788,1.6685,2.3284,-10.85,4.731,162.11,0.24491,0.066045,143.16,314.95,6.8601,-0.31168,4.4126,0.086099,179.79,-0.000823,-0.4031,0.087952,200.42,156.63,306.95,2.5342,0.030138,0.20378,300.21,-0.24358,250.53,-0.027868,5.2796,373.68,2.716,2.9983,194.11,-0.050268,327.79,-9.6912,-0.046935,246.74,-0.068551,-0.22625,424,-0.046865,-0.072018,0.018913,2.2335,-0.027946,1.8759,normal
-0.71392,-0.65534,0.085251,-0.035271,0.018047,-0.020924,0.015781,0.020078,-0.082745,0.018203,0.017734,0.011719,0.15951,0.1158,0.014375,0.042332,0.031934,0.022031,0.015625,0.22256,-0.75114,0.026328,0.000486,0.017578,0.014687,0.059924,0.60444,0.014531,5.6388,-0.016228,0.020469,0.009232,0.014375,198.4,-0.020732,1.4956,168.96,-0.11798,-0.039993,5.2751,-0.048506,131.84,197.12,-0.30563,148.48,-0.046525,0.26323,158.72,0.093947,-1.1581,-0.093108,174.08,135.68,-1.618,2.0233,-0.032324,149.76,-0.03432,0.06866,209.92,-0.02335,5.1439,216.32,276,457.92,168.96,0.33903,5.12,23.68,-0.014873,2.1291,2.365,-7.5947,5.0449,357.12,0.22612,0.037355,202.24,351.36,6.3313,-0.41773,3.5196,0.19427,417.6,0.028066,-0.23938,0.027019,158.72,192,271.04,1.8482,-0.034398,0.007338,228.96,-0.35248,252.16,0.041235,5.2939,409.6,2.6876,2.8758,330.72,-0.10204,393.92,-6.0077,0.062833,304.96,-0.081181,-0.15436,438.4,-0.018224,-0.18081,-0.006681,2.3174,-0.036584,1.9038,normal
-0.61878,-0.63808,0.13882,0.050456,0.018276,-0.19706,0.020508,0.023089,-0.2218,0.020926,0.023228,0.019741,-0.22406,0.12234,0.020089,-0.28586,-0.011487,0.024902,0.016602,-0.11614,-0.86576,0.022182,-0.01696,0.022391,0.032994,0.020388,0.060035,0.016671,6.1498,0.006593,0.025112,0.014952,0.021205,189.71,-0.015814,1.2386,152,0.24074,0.000558,5.9016,0.054652,129.14,216,-0.23573,177.14,0.14273,0.001537,246.86,0.068813,-2.1145,-0.004857,116.57,189.71,-2.7745,1.5125,-0.000992,178.29,-0.009277,-0.038554,221.71,-0.037823,5.7859,165.71,241.14,106,372.57,0.72563,40.571,198.57,-0.10811,1.5299,1.6584,-6.8878,3.9345,108.14,0.001886,0.020595,225.14,308,5.3357,-0.28818,3.3356,-0.048337,317,0.021665,-0.35254,-0.003637,176,118.86,83.143,1.9888,0.025209,0.014323,262.86,-0.23225,350.29,-0.082276,5.9729,302.29,2.3584,2.6364,224.43,-0.14521,293.14,-6.2226,-0.053287,313.71,-0.16613,-0.26081,254.29,-0.017471,-0.25262,-0.02297,2.1275,-0.012061,1.6651,normal
-0.3079,-0.36771,0.15022,0.036281,0.019141,-0.22205,0.017188,0.015234,0.048224,0.018359,0.016406,0.014063,-0.025313,0.13856,0.023047,-0.16062,-0.014606,0.019141,0.016016,-0.17814,-0.89951,0.024219,-0.031725,0.025781,0.011328,0.011487,0.48519,0.011133,5.7905,-0.006714,0.009375,0.004587,0.016602,172.8,-0.021438,1.4686,249.6,0.76407,-0.012014,5.3438,0.00419,131.2,124.8,-0.29224,112,-0.017565,0.069804,220.8,0.072935,-4.0427,-0.042493,140.8,112,-3.8438,2.0387,-0.009522,192,-0.012607,-0.024759,128,0.011163,5.7956,144,596.8,691.2,473.6,0.72925,8.8,0,0.037859,1.9581,2.0967,-8.102,5.0847,172.8,0.065184,0.067679,112,341.6,6.5297,-0.22423,3.563,0.003315,460.8,0.030494,-0.36705,0.054529,128,105.6,228.8,2.1363,-0.034368,-0.13978,417.2,-0.14729,410.4,0.009101,5.5595,380.4,2.4019,2.6676,257.2,-0.062751,318.4,-8.1343,-0.017052,286.4,-0.074583,-0.14682,312,-0.008209,-0.33326,-0.019572,2.4153,-0.030751,1.7517,normal
-0.8217,-0.92686,0.77801,0.95803,0.34837,-0.3631,0.33958,0.33646,-0.8296,0.35391,0.32396,0.34219,-0.38061,0.68455,0.33021,-0.41933,0.50809,0.33704,0.32917,-0.35536,1.1169,0.34316,0.43513,0.33542,0.33125,0.5821,-0.69846,0.35625,5.8025,0.1612,0.34277,0.059203,0.35,48,0.34765,0.62134,32,0.4134,-0.064209,4.8547,-0.23861,32,48,1.1241,32,-0.2025,0.20882,32,0.63134,1.804,-0.072136,32,48,0.89852,0.87539,0.23264,49.067,0.25299,-0.019453,32,-0.065508,5.8736,64,926.93,843.33,32,0.46608,863.07,652.93,0.13884,0.38712,0.7376,0.71382,1.8994,607.2,0.25507,0.006616,50.133,786.4,1.9802,-0.1063,1.8002,0.17442,787.87,0.022489,-0.28873,0.011949,32,32,682.8,0.67489,-0.054087,-0.18652,738.67,-0.11437,731.33,-0.039386,6.2997,877.73,0.66066,1.7504,592.67,-0.049643,722.53,0.37823,-0.21078,622.53,-0.070589,-0.20802,710.13,-0.062835,-0.32435,0.022657,1.6858,-0.038003,1.655,normal
-0.80078,-0.77363,1.0421,1.175,0.22301,-0.26527,0.22443,0.23011,-0.84552,0.22017,0.22727,0.24006,-0.19566,0.87826,0.22585,-0.21933,0.50698,0.26847,0.22159,-0.24237,1.1138,0.28693,0.44823,0.28409,0.25426,0.59082,-0.6457,0.22159,5.8397,0.19441,0.3196,0.078285,0.22017,32,0.39641,0.67988,32,0.20876,-0.033801,4.8952,-0.14831,32,32,1.1909,32,-0.16877,0.19325,32,0.72444,-0.063632,-0.041028,32,32,-0.58872,0.89864,0.25767,32,0.31751,-0.030942,32,-0.030977,5.939,32,882.18,642.18,32,0.20904,451.45,761.64,0.11666,0.46609,0.84569,-0.76353,2.6476,880,0.21179,0.025037,32,728.36,2.799,-0.1362,2.5455,0.12808,637.09,0.005585,-0.36569,0.012506,32,32,783.27,0.11663,-0.024979,-0.1606,819.09,-0.15131,748.91,-0.057353,6.1091,532.18,0.1912,2.4824,490.36,-0.09926,604.73,-0.90863,-0.12204,807.27,-0.13154,-0.26007,714,-0.057139,-0.32378,0.027141,2.4389,-0.015944,2.3925,normal
-1.3314,-1.35,0.096879,-0.034545,0.029018,-0.57608,0.018136,0.0226,-1.1327,0.026228,0.022321,0.026786,-0.42763,0.12687,0.01981,-0.42527,0.009704,0.023996,0.012277,-0.28386,-0.7262,0.017299,-0.012969,0.024833,0.024275,0.050824,-0.96455,0.021205,5.862,-0.003308,0.017857,0.004904,0.026786,137.14,-0.020483,0.50705,219.43,0.13968,-0.04438,5.9565,0.3331,251.43,123.43,-0.3032,201.14,0.27226,0.21693,173.71,0.098607,-13.945,-0.11395,100.57,155.43,-12.736,1.7598,-0.010809,137.14,-0.017555,0.026471,210.29,-0.015328,5.9118,132.57,404.57,194.29,100.57,0.46876,604.57,138.29,-0.005375,1.3239,1.8237,-17.155,0.51597,169.71,0.13815,0.007592,224,321.71,0.54876,-0.11071,0.36409,-0.019958,222.29,0.013928,-0.26642,0.029846,173.71,155.43,254.86,1.4104,-0.11384,0.29725,308.57,-0.12697,332.57,-0.001554,5.7754,236.57,1.621,0.2271,453.14,0.071499,451.43,-17.284,0.26321,348.57,-0.010447,-0.40319,356.57,-0.015819,-0.083207,-0.038862,0.19482,-0.087639,0.1934,normal
-1.3197,-1.245,0.03211,-0.068652,0.017127,0.1971,0.010892,0.015775,-0.049576,0.014273,0.017803,0.019156,-0.049504,0.06978,0.012921,0.25916,0.03457,0.017428,0.014573,0.46003,-0.56773,0.021559,0.019461,0.019832,0.016226,0.054378,-0.06553,0.016977,5.1862,-0.01243,0.017728,-0.005293,0.015775,155.08,0.005908,1.8221,145.23,-1.6541,0.016904,5.1959,0.097886,205.54,91.077,-0.25703,221.54,0.25798,0.5062,132.92,0.070542,-6.5889,-0.25055,172.31,188.31,-7.3116,2.1041,-0.01093,140.31,-0.004335,-0.015747,110.77,0.066265,4.511,177.23,171.38,133.23,206.77,-1.3311,23.385,526.77,0.17228,1.872,2.2087,-11.644,3.7925,273.85,0.42297,-0.017383,177.23,264.92,5.336,-0.21091,3.0035,0.28956,329.85,0.010836,0.17677,0.000223,123.08,180.92,365.38,1.0565,-0.18083,0.2707,388.31,-0.23519,322,-0.067926,4.5897,354.77,1.6147,2.1711,393.85,-0.087152,298.15,-11.199,0.14577,366.15,-0.16032,-0.12743,372,-0.07537,-0.029646,0.02176,1.7815,-0.029178,1.413,normal
0.25164,0.27227,0.1229,0.014865,0.01548,-0.16942,0.019676,0.02445,0.62562,0.028791,0.025608,0.029876,-0.41631,0.1261,0.017795,-0.7114,-0.01476,0.02322,0.019676,-0.76955,-0.72724,0.018519,-0.023828,0.015697,0.018953,0.021996,0.26659,0.019821,6.4494,0.006433,0.023365,0.012388,0.033709,189.63,-0.017095,0.93812,111.41,-1.869,0.05877,6.1474,0.43336,133.93,119.7,-0.25013,137.48,0.53202,-0.23688,125.63,0.077561,-4.0877,0.052013,118.52,208.59,-6.119,0.58945,0.001722,183.7,-0.005997,-0.18317,132.74,0.030807,6.71,169.48,130.67,404.15,158.81,-1.5871,9.4815,87.704,-0.25339,0.98089,0.68781,-11.899,4.2617,100.15,-0.1691,-0.06303,154.07,278.67,5.5392,0.05268,3.5447,-0.26178,338.22,0.022535,-0.044706,-0.036966,141.04,174.22,185.78,0.95719,0.000709,0.24475,301.04,0.1259,198.22,-0.10729,6.3964,217.63,1.9468,3.375,181.93,-0.046295,157.78,-11.345,-0.19456,310.81,-0.077882,-0.19433,147.7,-0.098069,0.059146,-0.03169,2.2894,0.015171,1.8997,normal
-1.5783,-1.3675,0.19818,0.12857,0.019821,-0.16406,0.023944,0.018374,-1.0185,0.017144,0.01454,0.018953,-0.21512,0.1383,0.019387,-0.14457,-0.043901,0.029586,0.019242,0.21077,-0.99053,0.025825,-0.033654,0.031395,0.019821,-0.017967,-0.51412,0.019387,5.864,0.014167,0.027054,0.011409,0.016204,220.44,-0.011735,1.3142,162.37,-1.4906,0.010025,5.8146,-0.066355,128,186.07,-0.19749,119.7,-0.099361,0.025084,174.22,0.0467,0.1608,-0.12702,119.7,128,-1.5847,1.5428,0.014057,173.04,0.005873,0.12127,118.52,-0.030028,5.0744,251.26,490.96,345.04,116.15,-0.63426,7.4074,36.444,0.057584,1.4924,1.7101,-5.1473,2.5626,276,-0.004458,-0.087524,164.74,334.67,5.6362,-0.31814,2.0303,0.093195,309.78,0.012516,-0.42014,-0.071622,216.89,119.7,361.19,0.56007,-0.067314,0.008388,364.59,-0.23419,269.19,0.1233,5.4314,325.19,1.4805,1.9625,176.59,-0.069228,162.07,-3.4316,0.018885,463.11,-0.17064,-0.27399,327.56,-0.036517,-0.34074,-0.026555,1.666,-0.043031,1.4548,normal
-1.4817,-1.574,0.55249,0.61487,0.23139,0.44981,0.27667,0.19898,-1.4639,0.19452,0.20037,0.21688,0.22631,0.46556,0.28699,0.5286,0.32449,0.25247,0.27113,0.44524,0.85992,0.27073,0.27283,0.22457,0.24849,0.32669,-1.1331,0.3876,3.4695,0.083986,0.27523,0.03433,0.23087,129.31,0.23914,1.6581,121.47,-2.6598,0.059141,2.8654,0.047604,150.2,97.959,0.70195,172.41,0.067056,0.18569,146.94,0.43306,10.306,-0.21633,108.41,101.88,10.471,1.8855,0.15398,91.429,0.15235,-0.029866,151.51,0.093919,3.5251,125.39,313.96,340.57,109.71,-2.8376,303.84,274.94,0.14636,1.2155,1.7362,10.108,3.4639,431.35,0.21101,-0.021212,137.8,432.08,3.5334,-0.28514,3.2193,0.21339,524.57,0.004657,0.064222,-0.012904,106.45,140.41,450.94,-2.6007,-0.23402,0.10448,683.92,-0.35672,440.98,-0.046788,3.7141,487.59,-2.1171,3.094,496.41,-0.26957,413.88,10.278,0.075074,587.1,-0.29402,0.015514,568,-0.20871,0.035108,0.002491,3.0669,0.018358,2.985,normal
1.0485,0.76442,0.017886,-0.090628,0.021953,-0.17764,0.016172,0.015625,0.4283,0.018516,0.027969,0.019922,-0.32493,0.07263,0.02125,-0.28737,0.044112,0.018437,0.017031,-0.077467,-0.47186,0.016094,0.020543,0.021406,0.025234,0.070524,0.19725,0.009453,6.646,-0.011323,0.018125,-0.004222,0.010156,186.88,0.002338,0.13573,131.84,-0.15531,-0.025308,6.6484,-0.60289,199.68,183.04,-0.2557,135.68,-0.50087,0.044024,131.84,0.084833,-6.6012,0.045764,209.92,151.04,-9.353,-0.38946,-0.012644,161.28,-0.008381,-0.029829,163.84,-0.053134,7.4333,177.92,28.8,48.96,317.44,0.017322,14.72,35.2,0.014717,0.53249,-0.36987,-14.846,3.7466,129.6,-0.001505,0.030352,189.44,258.24,5.8961,-0.28359,2.0042,0.036466,282.56,0.00908,0.21179,-0.0144,162.56,184.32,243.84,1.3966,0.038964,-0.44442,288.96,-0.30631,264.96,-0.04685,7.2248,241.28,2.2846,1.5988,255.2,-0.053296,224.96,-13.976,-0.52699,266.56,-0.16879,-0.1937,208,0.023844,-0.020582,-0.014447,1.256,0.004064,1.0909,normal
-0.89179,-0.84484,0.14693,0.052552,0.026042,-0.5871,0.027865,0.023438,-0.34415,0.02487,0.021224,0.027995,-0.60384,0.13157,0.025391,-0.60555,-0.016584,0.021745,0.024219,-0.57737,-0.94132,0.027344,-0.026256,0.024089,0.027539,0.013281,-0.21118,0.025781,5.878,0.011298,0.024414,0.014181,0.03125,113.07,-0.036663,1.4448,122.67,0.27826,0.003973,5.4705,-0.11944,121.6,110.93,-0.209,130.13,-0.10835,0.08583,123.73,0.074401,-7.5228,-0.098004,140.8,192,-5.3988,2.1637,0.002683,173.87,-0.010059,-0.033834,126.93,-0.008123,5.5535,107.73,267.2,479.2,98.133,0.54346,622.4,24,-0.019368,1.9001,2.2684,-11.705,4.3483,340.4,0.045819,-0.03405,176,300.93,5.3622,-0.077083,1.7871,0.038152,345.47,0.020588,-0.54698,-0.053174,206.93,134.4,459.73,2.0731,-0.064428,-0.28408,392.67,-0.1069,338.67,-0.03346,5.4736,445.2,2.1342,1.4029,346.8,0.0296,456.67,-11,-0.32398,269.6,0.047831,-0.45694,336.13,-0.02908,-0.39027,-0.078083,1.286,0.031227,1.1345,normal
-0.10373,-0.46042,0.074013,-0.045848,0.023082,-0.46641,0.029474,0.018111,0.016301,0.018111,0.01669,0.017401,-0.71109,0.11135,0.020952,-0.47273,0.014308,0.024503,0.027699,-0.20217,-0.55165,0.035866,-0.007922,0.028409,0.026278,0.048968,-0.34757,0.012429,5.9811,0.000101,0.043679,0.004094,0.018821,116.36,-0.010334,1.5309,116.36,2.0979,-0.01632,6.261,-0.05669,133.82,130.91,-0.26065,145.45,-0.058484,0.063156,148.36,0.091184,-5.6654,-0.017158,104.73,130.91,-9.3015,1.5496,-0.002453,107.64,-0.005376,-0.081495,192,0.02027,5.6798,128,318.55,30.545,215.27,1.5776,8,13.091,-0.056698,1.0684,2.055,-15.343,4.2607,360.73,0.17261,0.04013,119.27,221.82,4.7137,-0.12551,3.4831,-0.033415,236.73,0.017526,-0.32803,0.043922,133.82,171.64,40,2.8691,-0.02288,-0.28801,407.27,-0.091825,273.45,-0.12036,5.7582,171.64,3.1886,2.7348,253.09,0.000745,339.64,-16.001,-0.45294,194.18,-0.035063,-0.23277,172,-0.017135,-0.26512,-0.069618,2.379,-0.079635,1.8576,normal
-0.60186,-0.56282,0.19793,0.083191,0.021267,-0.21454,0.028212,0.017795,-0.30398,0.028863,0.025716,0.020833,-0.27184,0.16545,0.022786,-0.046833,-0.050088,0.02832,0.017361,0.23856,-1.0059,0.019423,-0.075219,0.024414,0.021376,-0.022015,0.010856,0.016059,5.768,0.041652,0.016819,0.02427,0.015625,140.44,-0.031966,1.3447,151.11,-0.52839,-0.032402,5.7885,-0.009474,156.44,176,-0.21027,135.11,0.047122,0.23097,131.56,0.074933,-1.4157,-0.108,206.22,133.33,-3.5623,2.0357,0.036255,206.22,0.005333,0.0341,213.33,-0.026687,5.1664,195.56,510.67,172,238.22,0.071769,9.7778,8.8889,0.00152,1.6447,2.3624,-9.0843,5.1535,54.889,0.17347,0.000765,209.78,258.22,6.6094,-0.23406,3.6024,0.12063,416.22,-0.026283,-0.29192,0.030548,167.11,108.44,78.222,1.5456,-0.083357,0.062451,177.11,-0.21961,241.33,-0.052308,5.4694,205.78,2.4058,3.2917,320.44,-0.007563,278.67,-7.7057,-0.19609,150.22,-0.060347,-0.32253,240.44,-0.056049,-0.12152,0.015444,2.2901,0.002543,1.8198,normal
-0.83038,-1.0538,0.13664,0.018925,0.02629,-0.33082,0.024554,0.022569,-0.46477,0.027158,0.025918,0.02784,-0.57058,0.097512,0.02443,-0.33424,-0.007851,0.025794,0.026166,-0.15705,-0.85971,0.024895,-0.026552,0.029049,0.023531,0.016824,-0.67387,0.02412,6.2943,0.015125,0.027623,0.009457,0.027902,128,-0.015722,0.99371,134.1,0.69149,-0.018111,6.3886,-0.098748,125.46,109.71,-0.1178,141.21,-0.049003,0.096023,110.22,0.084205,-7.0144,0.0005,92.952,114.79,-8.7906,1.1223,0.004436,178.79,0.000543,-0.026755,139.17,-0.043074,6.0004,141.21,259.17,176.63,112.76,0.65359,106.79,235.3,0.029993,0.73152,1.4356,-13.215,2.4376,298.35,0.057765,0.037009,190.48,262.54,3.469,-0.27105,1.6973,0.073885,280.25,0.02445,-0.38456,0.005302,196.57,161.02,231.37,2.1707,-0.040759,-0.061956,280.76,-0.24062,182.86,-0.006766,5.9971,240.44,2.2322,1.3448,258.67,-0.10059,212.83,-12.613,-0.23456,198.6,-0.089243,-0.19591,223.81,-0.012402,-0.18624,-0.006138,1.1188,-0.049761,0.96298,normal
-0.34615,-0.36473,0.12975,0.037845,0.022436,-0.087918,0.022135,0.020984,0.14392,0.022236,0.024639,0.021084,-0.081909,0.10779,0.021785,-0.20707,-0.003581,0.021585,0.020633,-0.15585,-0.8646,0.023037,-0.013015,0.022686,0.021985,0.018416,0.23834,0.021534,5.9607,-0.001892,0.026042,0.009359,0.022536,223.18,-0.004159,1.3071,171.49,0.79484,-0.062178,5.7752,0.11589,157.54,247.79,-0.18526,160,0.14085,0.064112,194.46,0.063629,-3.1896,-0.01941,124.72,185.44,-4.0411,1.1344,-0.002716,215.79,-0.007589,-0.070691,160.82,-0.080166,6.251,183.79,171.49,68.103,218.26,1.1895,18.051,470.15,-0.11697,1.4007,1.3014,-7.951,3.4545,212.51,0.029158,0.018926,219.9,236.92,5.481,-0.14807,2.5835,-0.006004,265.64,0.020438,-0.29738,-0.014515,192.82,215.79,225.64,2.2124,0.000121,0.032743,292.62,-0.11132,269.33,-0.052174,6.2025,232.21,2.4174,1.766,194.15,-0.1201,273.03,-6.7623,-0.031838,199.49,-0.035057,-0.21288,325.95,-0.053677,-0.15926,-0.010605,1.53,-0.028694,1.2942,normal
