,MFCC1_S1,MFCC6_S1,MFCC2_S2,MFCC4_S2,MFCC5_S2,MFCC6_S2,MFCC5_Sys,MFCC3_Dias,MFCC5_Dias,MFCC6_Dias,MFCC7_Dias,MFCC12_Dias,MFCC13_Dias,MFCC14_Dias,atomPos4,atomFreq5,atomLen6,atomFreq6,atomLen7,atomLen11,atomFreq11,atomFreq15,Class
866,-4.309,0.33462,5.3667,1.3505,0.60054,0.21831,0.70133,3.0689,0.51683,0.17496,0.033195999999999996,-0.060059,-0.025837,0.005612300000000001,188.0,0.012109,246.4,0.014258000000000002,230.4,137.6,0.018164,0.028516000000000003,normal
867,-2.9074,0.14435,5.0101,1.7865,0.59978,0.24786999999999998,0.5586,1.8155,0.51226,0.18361,0.19969,-0.031583,-0.014941999999999999,0.0097985,144.0,0.039062,128.0,0.039062,128.0,43.636,0.034801,0.058239,normal
868,-3.7973,0.33316999999999997,5.5144,1.3197,0.52976,0.24029,0.066255,-1.1699,0.23653000000000002,0.084212,0.28528000000000003,-0.02083,-0.073909,0.00071353,291.56,0.0065103999999999995,256.0,0.0043403,202.67,113.78,0.013455000000000002,0.013888999999999999,normal
869,-5.6224,0.39046,5.2989,1.9073,0.95415,0.36394,0.82768,2.7231,0.56606,0.069313,0.044534,-0.046569,-0.062042999999999994,-0.006824800000000001,370.29,0.0050222999999999995,292.57,0.0089286,173.71,114.29,0.013393,0.010045,normal
870,-5.7519,0.19638,5.0645,1.659,0.85072,0.36079,0.82809,2.8501,0.7525,0.27443,0.08050399999999999,-0.067352,-0.019726,-0.005184,845.82,0.058239,256.0,0.035156,512.0,125.09,0.081676,0.054688,normal
871,-4.2055,0.40278,5.3366,1.7606,0.9789899999999999,0.45861999999999997,0.9454799999999999,2.6276,0.9528,0.37185999999999997,0.20185999999999998,-0.075727,-0.0192,-0.001099,314.67,0.0071614999999999995,220.44,0.011285,234.67,213.33,0.009982600000000001,0.011285,normal
872,-4.9008,0.4469,5.2198,1.7084,1.0957,0.50964,0.70581,2.1864,0.8458200000000001,0.30180999999999997,0.16229000000000002,-0.084449,-0.056880999999999994,0.01516,168.0,0.0089844,230.4,0.010937,204.8,204.8,0.014453,0.014844,normal
873,-9.4721,0.18314,5.2309,1.2678,0.29909,0.24705,0.24875999999999998,1.0747,0.38549,0.34,0.18773,-0.053217999999999994,-0.05555499999999999,-0.01864,250.18,0.053266999999999995,395.64,0.029119,512.0,512.0,0.014205,0.062855,abnormal
874,-7.7728,0.077835,5.4404,1.3655,-0.21906,-0.0013304999999999999,-0.42003,0.52982,-0.27033,0.076567,0.14652,-0.027364999999999997,-0.019416,-0.00063694,216.0,0.039062,128.0,0.046875,512.0,372.36,0.020952000000000002,0.0078125,normal
875,-5.3631,0.40767,5.4008,1.5746,0.19758,0.38847,0.066643,0.9306200000000001,-0.15439,0.5182100000000001,0.30985999999999997,0.013533000000000002,-0.057621000000000006,-0.029394,365.71,0.005580399999999999,192.0,0.005580399999999999,164.57,219.43,0.014787999999999999,0.013951,abnormal
876,-5.4021,0.4038,5.4805,1.4386,0.7720899999999999,0.44777,0.41913999999999996,2.3844,0.58681,0.24763000000000002,0.19230999999999998,-0.027923000000000003,-0.037972000000000006,-0.050445,320.0,0.011068000000000001,213.33,0.0084635,282.67,202.67,0.005859399999999999,0.011719,abnormal
877,-8.5707,0.064542,6.0905,0.9293600000000001,0.32535,0.18425,0.5111399999999999,2.895,0.38736,0.09332599999999999,0.061148,-0.042484,-0.034838,0.0011198,88.0,0.0089844,224.0,0.0060547,169.6,112.0,0.017578,0.016797,normal
878,-2.5212,0.20407999999999998,5.4277,1.7794,0.77651,0.1986,0.6785399999999999,3.1024,0.7353,0.063498,-0.15894,-0.030963,-0.011465000000000001,-0.013086000000000002,361.78,0.0095486,177.78,0.009982600000000001,142.22,170.67,0.015408000000000002,0.017578,normal
879,-4.77,0.059914,5.9571,1.0737,0.48168,0.27102,0.20402,1.3296,0.27602,0.16159,0.28379,-0.0095267,-0.071189,-0.030064999999999998,296.0,0.008789100000000001,288.0,0.003418,232.0,188.0,0.010986,0.015137000000000001,abnormal
880,-4.2076,0.28523000000000004,5.5269,1.3921,0.6168100000000001,0.35419,0.33297,1.4866,0.5037,0.28736999999999996,0.2152,-0.07025,-0.042349,-0.0033417,507.2,0.008593799999999999,176.0,0.013477000000000001,339.2,195.2,0.015038999999999999,0.015430000000000001,normal
881,-4.7169,0.35368,5.8395,1.1967,0.5161899999999999,0.35233000000000003,0.29041999999999996,2.2587,0.37716,0.1575,0.32702,-0.058309,-0.021981,-0.013284,204.4,0.0046875,198.4,0.010546999999999999,176.0,230.4,0.015234000000000001,0.021875,normal
882,-9.917,0.35908,5.5108,1.2081,0.30963,0.23390999999999998,0.055434000000000004,2.6838,0.5765,0.29665,0.11972000000000001,-0.061232,-0.0366,-0.0067063,178.29,0.008091500000000001,219.43,0.0094866,265.14,214.86,0.009207600000000002,0.019531,abnormal
883,-5.5877,0.37435999999999997,5.5865,1.1542,0.51452,0.2693,0.5701,2.0778,0.5451199999999999,0.22965,0.29072,-0.041559,-0.04397,-0.0063668,314.18,0.0088778,200.73,0.0071023,218.18,183.27,0.014027000000000001,0.020241,normal
884,-4.4525,0.13915,5.7458,0.94955,0.54592,0.25432,0.66668,2.2159,0.55703,0.13248,-0.080045,-0.016268,-0.013513999999999998,-0.017648,864.0,0.046875,128.0,0.039062,174.55,32.0,0.0625,0.040483,abnormal
885,-1.7180000000000002,0.14381,6.0396,1.0756,-0.023704,0.11654,-0.40942,0.82686,-0.23335,0.3213,0.35694000000000004,-0.013181,-0.11189,0.0062599,346.67,0.0071614999999999995,138.67,0.005859399999999999,314.67,165.33,0.009765600000000001,0.028319999999999998,normal
886,-3.8519,0.13091,5.9473,0.8328899999999999,-0.73034,-0.30815,-0.62653,0.36299000000000003,-0.69688,0.044575,0.13159,-0.019571,-0.07270800000000001,0.039928,282.67,0.014648,208.0,0.008789100000000001,170.67,117.33,0.015299,0.023763,normal
887,-3.9931,0.1896,5.388999999999999,1.3074,0.13451,0.27815,0.048089,1.2776,0.019341,0.26738,0.1997,-0.025800999999999998,-0.053751,-0.035298,880.0,0.03125,128.0,0.015625,64.0,128.0,0.039062,0.039062,normal
888,-6.8629999999999995,0.09478500000000001,5.3946,1.3717,0.61235,0.19368,0.58454,2.5559,0.5569,0.18698,0.059259000000000006,-0.039779,-0.031773,-0.0077196,512.0,0.03125,93.09100000000001,0.046875,130.91,407.27,0.036932,0.03125,normal
889,-2.6725,0.17836,5.3258,1.7817,0.82545,0.2383,0.6180899999999999,1.8904,0.57581,0.074611,0.12834,-0.013066,-0.029392,0.012830000000000001,94.22200000000001,0.012153,213.33,0.0080295,209.78,142.22,0.015191,0.015408000000000002,normal
890,-6.4326,0.2904,5.5272,1.4719,0.26515,0.070233,0.23339000000000001,2.5588,0.5094,0.19732,0.10865,-0.027576,0.008804600000000001,0.073905,516.0,0.009570299999999999,211.2,0.0080078,131.2,156.8,0.014453,0.025586,normal
891,-5.5729,0.11709000000000001,5.3083,1.4677,0.69403,0.25605,0.6533800000000001,2.6075,0.56043,0.14954,0.04873,-0.054498000000000005,-0.045462999999999996,-0.013228,1192.0,0.03125,32.0,0.059659000000000004,162.91,98.90899999999999,0.051136,0.056817999999999994,normal
892,-5.7985,0.27928000000000003,5.4091,1.4469999999999998,0.73625,0.31539,0.53696,2.9003,0.7793100000000001,0.29864,0.078071,-0.044372,-0.030631,-0.00017925,157.54,0.012921,162.46,0.009915899999999998,201.85,147.69,0.015925,0.021935,abnormal
893,-2.5093,0.18473,5.2158,1.6601,0.80393,0.33196,0.8124600000000001,2.6846,0.8424,0.40567,0.085478,-0.051171,-0.050574,-0.0078753,816.0,0.023438,512.0,0.023438,512.0,32.0,0.03125,0.03125,normal
894,-7.0468,0.18974000000000002,5.3491,1.5855,0.82416,0.29155,0.47235,2.9153,0.49015,0.11388,0.095044,-0.059241999999999996,-0.038531,-0.033766000000000004,411.56,0.0078125,238.22,0.0073785,227.56,216.89,0.0091146,0.017795,normal
895,-7.0601,0.34455,5.1269,1.6549,0.79205,0.3589,0.9098299999999999,2.3964,0.75768,0.2792,0.093375,-0.0256,-0.050607,-0.015052000000000001,0.0,0.046875,256.0,0.054688,32.0,64.0,0.046875,0.039773,normal
896,-3.1329,0.16293,5.615,0.57955,-0.28217,0.22860999999999998,-0.9394399999999999,0.42541,-0.6935600000000001,0.0475,0.014636000000000001,-0.006229,-0.051384000000000006,0.0089182,682.67,0.0065103999999999995,117.33,0.0026041999999999997,128.0,234.67,0.0032551999999999998,0.016927,normal
897,-6.4481,-0.0052503,5.4153,1.6481,0.54022,0.020911000000000003,-0.13942000000000002,0.4419,-0.038652,-0.12692,0.28121,-0.033956,-0.039089,0.016923,390.86,0.012277,310.86,0.006417399999999999,256.0,169.14,0.015903999999999998,0.013951,normal
898,-2.3082,0.16935999999999998,5.8541,1.4948,-0.054116,-0.0024643,-0.37009000000000003,-0.44986000000000004,-0.43823,0.089084,0.23848000000000003,-0.041134,-0.016843,0.043689,316.0,0.0080078,278.4,0.010156,211.2,137.6,0.01875,0.016406,normal
899,-8.2654,0.17243,5.7860000000000005,1.4804,0.14644000000000001,-0.43101999999999996,-0.049652999999999996,2.5937,0.60745,0.16843,0.074672,-0.046546,-0.038076,-0.0042791,104.19,0.013021000000000001,236.95,0.015811000000000002,208.0,149.33,0.020508000000000002,0.025856,abnormal
900,-5.0203,0.13654000000000002,5.3903,1.7706,0.88828,0.34271,0.4547,2.9481,0.77205,0.23906999999999998,0.067781,-0.040433,-0.00016056,0.011816,339.2,0.010286,145.07,0.0088542,217.6,196.27,0.015755,0.014322999999999999,abnormal
901,-4.1107,0.22896,5.8705,0.80116,0.50952,0.37282,0.52905,0.7086,0.63976,0.63594,0.16122999999999998,-0.06779199999999999,-0.061751,0.0053286,288.0,0.009223100000000001,159.11,0.010688,147.56,192.0,0.016873,0.022027,normal
902,-7.0414,0.40649,5.1807,1.6977,0.77813,0.27468000000000004,0.63859,2.9796,1.0055,0.43845,0.11354000000000002,-0.046651,-0.014103999999999998,0.024625,259.37,0.008836700000000001,200.2,0.012409,220.88,186.15,0.014981999999999999,0.01915,abnormal
903,0.7012,0.19430999999999998,4.8111,1.9842,1.0415,0.31221,0.9904200000000001,3.1278,0.9727299999999999,0.2545,-0.1198,0.01914,0.026933999999999996,0.011191,192.0,0.125,32.0,0.1875,32.0,185.14,0.18164,0.1476,abnormal
904,-4.0158,0.37419,6.1036,0.57849,0.72354,0.3919,0.4885,0.68171,0.6422899999999999,0.51572,0.15216,-0.055534,-0.055762,-0.039488,367.79,0.016138999999999997,226.53,0.012747,197.05,216.42,0.016293000000000002,0.016653,normal
905,-2.5103,0.24454,5.6775,1.0664,0.42213999999999996,0.37332,0.19035,0.87787,0.16766,0.56428,0.20853000000000002,0.068466,-0.054285,0.028998000000000003,233.94,0.011775,202.06,0.014565,213.03,159.09,0.018304,0.018136000000000003,normal
906,-2.3732,-0.033431,5.1605,1.5612,0.5150600000000001,-0.098286,0.53685,2.2281,0.4626,-0.1924,0.29224,-0.15623,-0.08232300000000001,0.10349000000000001,316.56,0.38236,231.44,0.37318,116.09,139.16,0.33503,0.36405,abnormal
907,-4.2809,0.42673999999999995,4.7523,2.0298,1.1889,0.5220899999999999,0.71983,2.8489999999999998,1.1283,0.55286,0.16743,-0.050953,0.013075,0.04517,267.15,0.009786399999999999,230.13,0.01122,198.13,174.64,0.016352000000000002,0.01976,abnormal
908,2.2817,0.33529000000000003,5.6057,0.84811,0.83581,0.77112,-0.27457,-1.2782,0.6109899999999999,1.2455,0.12524000000000002,-0.12375,-0.04685,0.066432,223.47,0.017836,195.7,0.016464,180.1,200.2,0.02121,0.024471,abnormal
909,-4.163,0.096929,6.2378,0.4655,0.34544,0.36268,0.021855,-0.297,0.050339,0.41022,0.35699000000000003,-0.018411,-0.08556699999999999,0.013841,168.3,0.015109000000000001,156.38,0.016675,152.15,131.62,0.018425999999999998,0.024432,normal
910,-6.0727,0.1724,5.2527,1.5594,0.64175,0.20476,0.44233,2.8383,0.60901,0.22476999999999997,0.12382,-0.12428,-0.078543,0.0058513,223.27,0.012163,250.18,0.011541,235.64,229.82,0.013672,0.015536000000000001,abnormal
911,-5.2871,-0.05430599999999999,5.9877,1.0545,0.20518000000000003,-0.046428,-0.05665,2.2304,0.077049,0.036909,0.12800999999999998,-0.021556,-0.022415,0.010004,199.13,0.013849,168.15,0.013352000000000001,195.49,162.33,0.019886,0.020384,abnormal
912,-7.5781,0.28785,5.4245,1.4936,0.54911,0.11707999999999999,0.43911999999999995,3.125,0.77164,0.25062,-0.0037869999999999996,-0.035269,-0.0018835999999999998,0.015275,204.67,0.009901299999999998,196.44,0.011529000000000001,211.11,178.67,0.016194999999999998,0.021240000000000002,abnormal
913,1.7619,-0.038777,5.9455,0.6184,0.45003000000000004,0.32611999999999997,0.072043,0.5233,0.69391,0.5129199999999999,0.27151,-0.061986,-0.069052,-0.015819999999999997,240.61,0.011033,192.29,0.01112,197.77,161.73,0.018897999999999998,0.021131999999999998,abnormal
914,-1.2334,0.55166,5.9742,0.71438,0.59104,0.58003,0.19089,0.81235,0.26404,0.6468,0.38373,-0.030394,-0.063888,-0.00099227,295.75,0.012634000000000001,197.0,0.0092163,179.0,221.0,0.017883,0.016052,normal
915,-1.8305,0.065775,5.346,1.4502,0.50349,0.075613,0.48753,2.8383,0.4759,0.032701999999999995,-0.051026,-0.049281,-0.053417,-0.022309,640.45,0.45878,234.55,0.44937,183.27,190.91,0.44491,0.43737,abnormal
916,-7.5875,0.20899,4.9419,2.1758,1.1365,0.39045,0.424,2.9602,1.3287,0.5655600000000001,0.098177,-0.02822,0.011377,0.049995,299.66,0.010352,172.34,0.012333,210.29,212.57,0.014676,0.015765,abnormal
917,-1.2529,-0.033788,5.9729,1.0071,0.09385800000000001,-0.040535,-0.28472,-0.2561,0.14809,0.06100800000000001,0.24827,-0.0039162,-0.041341,-0.009095299999999999,176.0,0.025981,175.26,0.022188,163.35,177.49,0.023142,0.026299,abnormal
918,-7.2619,0.060770000000000005,5.8583,1.2526,0.28958,-0.16994,0.2879,2.0916,0.38103000000000004,0.17923,0.057503,0.0055708,-0.032974,-0.0015807,331.14,0.013503999999999999,198.4,0.017103999999999998,180.11,172.34,0.019336000000000002,0.017439,abnormal
919,-1.4428,0.19946,6.2819,0.49596,0.49886,0.24247,0.15875999999999998,0.92151,0.93611,0.42661000000000004,0.059484,-0.027367000000000002,-0.033303,0.0055263000000000005,195.21,0.014793,201.97,0.015625,216.13,160.0,0.020748,0.022188999999999997,abnormal
920,-8.059,0.21898,5.986000000000001,0.89743,0.63381,0.27037,0.54809,0.096252,0.62742,0.27512,0.24485,-0.050981,-0.051766,-0.012028,309.41,0.012921,190.59,0.011998,198.68,218.73,0.015646,0.017856999999999998,normal
921,-4.8494,0.24809,5.4342,1.4248,0.70539,0.22096999999999997,0.36714,3.0774,0.9246700000000001,0.2874,0.018328,-0.06944600000000001,-0.037853,0.019869,91.667,0.013143,207.33,0.012816999999999999,146.67,138.0,0.017822,0.021606,abnormal
922,-5.9836,0.25514000000000003,5.2799,1.6231,0.6420899999999999,0.12539,0.037295,3.0349,0.78535,0.25831,0.023321,-0.014138999999999999,-0.0063308999999999995,0.01097,245.15,0.012497,225.79,0.013385,207.66,187.08,0.014218000000000001,0.016704,abnormal
923,2.8510000000000004,0.47877,3.9357,2.2654,-0.70187,0.40746,-1.0889,-1.8288,-0.81724,0.49911000000000005,0.14049,-0.13666,0.036492000000000004,-0.0019142,253.73,0.018482,185.31,0.021164,195.82,192.0,0.024137,0.023496,abnormal
924,-1.3643,0.23406,6.1585,0.61217,0.11349000000000001,0.11002,-0.24706999999999998,1.8826,0.70558,0.3659,0.20021,0.043635,0.013634,0.006617399999999999,249.52,0.011887,234.48,0.012325,180.41,160.0,0.017241,0.022528,abnormal
925,-4.4927,0.68198,5.3025,1.4438,1.0838,0.66547,1.0314,1.9687,0.9607100000000001,0.71787,0.23911,-0.048376,-0.032905000000000004,-0.0036317,342.54,0.011455,255.57,0.011059000000000001,268.54,231.35,0.012986000000000001,0.015413999999999999,abnormal
926,-4.0029,0.20277,5.4843,1.79,0.7118899999999999,0.13344,0.12547,2.5546,0.86365,0.33416,0.1686,-0.019231,0.0025868,0.018831999999999998,234.35,0.012408,207.06,0.0096507,214.59,160.0,0.011834,0.018267,abnormal
927,-3.1065,0.32449,4.9747,1.7008,0.93504,0.48103,0.9827899999999999,2.7752,0.8947799999999999,0.44435,0.16643,-0.064042,-0.0033122,0.050697000000000006,552.68,0.30248,161.21,0.28494,172.08,188.38,0.32900999999999997,0.33936,abnormal
928,-2.6032,0.3544,5.9848,0.7733899999999999,0.54122,0.5301899999999999,0.21065,0.6472399999999999,0.327,0.5839,0.29097,-0.029626,-0.06867100000000001,0.0082691,258.78,0.019531,168.35,0.013332,250.43,161.39,0.018172999999999998,0.022334,normal
929,-5.4945,0.31867,5.513999999999999,1.6340000000000001,0.60695,0.08377899999999999,0.38098000000000004,2.8579,0.84273,0.25198000000000004,0.048699,-0.018514,-0.013562000000000001,0.022156,442.84,0.011299,177.3,0.010518000000000001,224.47,215.23,0.012905000000000002,0.017593,abnormal
930,-2.8499,0.34551,5.0455,2.0047,1.4502,0.5494399999999999,1.1686,0.5174300000000001,1.4146,0.11525,-0.21175,-0.072635,-0.080846,0.017186,312.0,0.007487000000000001,186.67,0.0045573,149.33,197.33,0.012044,0.021159,normal
931,-4.8374,-0.19135,5.6115,1.3675,0.51051,0.28622,-0.19445,-1.074,-0.19258,0.39532,0.6028,0.19301,-0.071707,-0.084783,178.91,0.012784,113.45,0.019886,133.82,206.55,0.023615,0.027166000000000003,abnormal
932,-0.068742,0.14197,5.4217,1.6734,0.44017,0.18036,-0.075197,2.5671,0.14787999999999998,0.23671999999999999,0.30687,0.09289800000000001,-0.048563,-0.16782,142.0,0.008138,205.33,0.012206999999999999,178.67,253.33,0.021159,0.015299,abnormal
933,-0.83468,-0.8260200000000001,6.1529,0.9396700000000001,0.20369,0.049488,-0.59043,-0.34364,0.29157,0.14572000000000002,0.0065834000000000005,0.077563,-0.07786,-0.071498,302.0,0.034424,312.0,0.045166000000000005,296.0,288.0,0.035644999999999996,0.031006,abnormal
934,-6.0564,0.22341999999999998,5.7717,1.294,0.70523,-0.055425,0.82315,0.8072600000000001,1.1158,0.05413,-0.12044,0.034057,-0.066061,-0.011251,194.0,0.0062256,164.0,0.013184,154.0,152.0,0.012329000000000001,0.017456,normal
935,-1.4757,0.35061,4.9258,1.9078,1.0759999999999998,0.49655,0.8265399999999999,1.6684,0.82739,0.29666,0.017403000000000002,-0.056663,-0.066099,0.036729000000000005,256.0,0.00625,220.8,0.0068359,179.2,195.2,0.008203100000000001,0.016406,normal
936,-4.4756,0.19683,5.3744,1.7026,0.62964,0.1433,0.14759,1.9221,0.14954,-0.08113,-0.030891000000000002,0.0080159,-0.052096,-0.024276,175.43,0.013672,185.14,0.0099051,214.86,274.29,0.018276,0.026367,normal
937,-16.423,0.21704,5.6625,1.3012,0.39250999999999997,0.16776,0.64017,1.4401,0.76594,0.55303,0.48382,0.19855,-0.060073,-0.17112,433.48,0.006872100000000001,235.85,0.010778,218.07,170.67,0.010706,0.017361,abnormal
938,-2.6896,0.19493,5.9055,0.17267000000000002,-0.365,0.36454000000000003,-0.38918,-1.6717,-0.55118,0.33755999999999997,0.51461,0.25056999999999996,-0.058388,-0.11102999999999999,755.33,0.375,32.0,0.39061999999999997,32.0,32.0,0.36806,0.33681,abnormal
939,-6.4327,0.29481,5.7112,1.1951,0.7437199999999999,0.4189,0.041012,0.9283,-0.0029504,0.30682,0.50239,0.094683,-0.069763,-0.11455,266.0,0.013509,160.0,0.014974000000000001,226.67,178.67,0.020182,0.018555000000000002,abnormal
940,-5.8102,0.33926,6.2371,0.6421600000000001,0.29824,0.09787699999999999,0.32244,0.72175,0.32615,0.20992,0.1047,0.11635999999999999,-0.068604,-0.14006,246.0,0.01084,203.2,0.015918,132.8,216.0,0.014844,0.019141,abnormal
941,-4.3382,0.32472,5.796,1.3248,0.28941999999999996,0.35984,-0.031501999999999995,1.3927,-0.034138,0.50079,0.66508,0.13360999999999998,-0.09857,-0.13144,371.64,0.011186,273.45,0.0072798,261.82,343.27,0.007990100000000002,0.013138999999999998,abnormal
942,-2.2941,0.030049,5.5082,1.5958,0.71818,0.20861,-0.0028159,-0.6,-0.11631,-0.27876999999999996,0.54632,-0.081106,0.045355,0.050932,377.6,0.017578,121.6,0.016797,211.2,204.8,0.024609,0.02207,normal
943,-2.7134,0.32348000000000005,6.2166,0.7259399999999999,0.0018160999999999997,0.27618000000000004,-0.30657,0.17153,-0.13545,0.33952,0.4704,0.20327,-0.042931,-0.12647,103.71,0.015765,144.0,0.01144,180.57,187.43,0.014509000000000001,0.022879,abnormal
944,-0.69925,0.17390999999999998,4.9718,1.8911,1.1216,0.48972,0.93921,1.8788,1.2501,0.48328000000000004,-0.1148,0.0028835,-0.031185,-0.031065,216.57,0.010045,164.57,0.0061384,192.0,192.0,0.0061384,0.012277,normal
945,-3.3601,0.38652,5.5523,1.7333,0.70553,0.16641,0.21600999999999998,0.98406,0.20853000000000002,0.23444,0.3974,0.2418,-0.10165,-0.19955,253.33,0.01237,213.33,0.011068000000000001,184.89,220.44,0.0095486,0.014757,normal
946,-3.9202,0.27209,6.2029,0.59168,0.05396,0.22616,-0.72372,-0.22775,-0.48228999999999994,0.15855999999999998,0.48199,0.20432,-0.096438,-0.10998,144.0,0.020942,208.0,0.017036000000000003,236.44,122.67,0.031576,0.026042000000000003,abnormal
947,-4.6642,-0.12566,6.1362,1.0621,0.26036,-0.15395,0.39821999999999996,-0.3489,0.4208,-0.077387,0.12803,0.15199000000000001,-0.14432,-0.08297,256.53,0.020052,169.6,0.013411000000000001,128.0,189.87,0.020052,0.021484,abnormal
948,-4.922,0.07737000000000001,5.7542,1.1397,0.55842,0.17389000000000002,-0.8987799999999999,0.67006,0.63246,0.12766,-0.029146,0.079565,-0.038516,-0.045325,336.0,0.017578,196.57,0.0094866,246.86,292.57,0.019531,0.020089,abnormal
949,-1.423,0.4547,5.4154,1.4686,0.45014,0.34314,0.1609,1.0522,0.053795,0.49013999999999996,0.6547,0.17618,-0.11599999999999999,-0.17377,209.45,0.012074,215.27,0.011895999999999999,116.36,136.73,0.0095881,0.018999000000000002,normal
950,-3.5413,0.13352,5.9276,1.1547,0.10471,-0.010751,-0.028401999999999997,1.7415,-0.18935,0.10259000000000001,0.34219,0.084551,-0.042174,-0.12052,296.15,0.010216,221.54,0.013522,205.54,240.0,0.016602000000000002,0.014874,abnormal
951,-6.9063,-0.092658,5.7989,1.3459999999999999,0.14143,-0.17885,-0.16297,1.6619,0.018116999999999998,0.21011,0.45883999999999997,0.20906999999999998,-0.11400999999999999,-0.19086,362.43,0.014436000000000001,160.0,0.016559,242.09,239.3,0.011209,0.02055,abnormal
952,-4.6397,0.35148,5.4427,1.3713,0.66435,0.1997,0.51181,2.6244,0.76941,0.097819,0.057053,-0.057451,0.013656,0.018721,48.923,0.009915899999999998,196.92,0.015925,206.77,236.31,0.015925,0.018179,normal
953,-2.5677,0.33679000000000003,5.5593,1.6564,0.70836,-0.0037253,0.9801700000000001,2.233,0.92415,0.1546,-0.035893,0.027462,-0.026858,-0.034821,331.56,0.013455000000000002,181.33,0.0102,120.89,177.78,0.016493,0.014322999999999999,normal
954,-1.5183,0.43163999999999997,5.815,1.4728,0.8341799999999999,0.09643600000000001,0.7458,1.0175,0.9229999999999999,0.086194,0.22108000000000003,-0.11002,-0.050899,0.0087855,305.85,0.011569,113.23,0.010817,135.38,241.23,0.01277,0.022987,normal
955,-12.823,0.22945,5.5296,1.1591,0.28271999999999997,0.41113,0.29318,1.339,0.26877,0.37379,0.38928,0.041491,-0.042967,-0.067968,415.2,0.12682000000000002,201.6,0.12637,257.07,133.33,0.19408,0.19322999999999999,abnormal
956,-6.8355,0.019328,5.9736,1.077,0.16375,-0.053506,0.18162999999999999,2.1511,0.036726999999999996,-0.0019317999999999998,0.02847,0.046528,-0.025722000000000002,-0.038475,268.36,0.021129,232.73,0.020952000000000002,177.45,171.64,0.019709,0.022195,normal
957,0.19615,-0.47891999999999996,5.7417,1.2659,-0.26603000000000004,-0.14528,-0.42706000000000005,0.8456600000000001,0.17039,-0.004121199999999999,0.027984,-0.014191999999999998,-0.036939,0.01024,105.5,0.026367,172.0,0.031738,188.0,148.0,0.028319999999999998,0.030762,abnormal
958,-7.7441,0.15375999999999998,5.9888,1.0824,0.48818999999999996,0.07173600000000001,0.29672,1.9315,0.35773,0.034505,0.00094518,-0.00086765,0.004771500000000001,0.0025662,325.09,0.013493999999999999,311.27,0.011895999999999999,148.36,160.0,0.022017,0.018999000000000002,abnormal
959,-3.0391,0.55171,4.9186,1.9773,1.1492,0.33797,1.2665,1.6812,1.4244,0.44398000000000004,0.06129,-0.069316,-0.07964299999999999,-0.0055549,246.0,0.010254000000000001,192.0,0.011475,260.0,248.0,0.013428,0.020752,normal
960,-3.5508,-0.29973,5.2587,1.6958,1.5685,-0.032249,1.7783,-2.779,1.6682,-0.42241999999999996,0.18772,-0.08979,-0.10217000000000001,-0.030767000000000003,170.35,0.0076976,229.65,0.006433800000000001,205.18,158.12,0.0078125,0.015165000000000001,normal
961,-4.8818,0.35173000000000004,5.2676,1.729,0.8265399999999999,0.30413,0.51702,1.7944,0.5143399999999999,0.41931999999999997,0.19005999999999998,0.11798,-0.024848,-0.15843,450.82,0.012868000000000001,188.24,0.0098805,218.35,207.06,0.012983000000000001,0.018153,abnormal
962,-3.9130000000000003,-0.17968,5.8435,1.1167,0.20628000000000002,-0.25175,0.12039000000000001,1.8274,0.20709,-0.0070238,0.27904,-0.012103000000000001,-0.04874,0.015711000000000003,276.25,0.016479,194.0,0.019165,134.0,222.0,0.018799,0.023193000000000002,abnormal
963,-2.4762,0.5835,5.3046,1.6368,0.7723399999999999,0.51652,0.37956999999999996,1.8568,0.20711999999999997,0.65793,0.65458,0.19159,-0.060222000000000005,-0.18912,225.71,0.010393000000000001,238.86,0.010603,192.0,214.86,0.011649,0.020089,abnormal
964,-1.8735,-0.064319,5.6745,1.3742,0.20394,0.13677,-0.18777,1.1766,-0.12376,0.4522,0.6302800000000001,0.23673000000000002,-0.076573,-0.19102,260.53,0.011328,189.87,0.010026,219.73,230.4,0.018099,0.022525999999999997,abnormal
965,-5.73,-0.07827100000000001,5.9539,1.101,-0.078045,-0.20289000000000001,0.025924000000000003,1.9498,0.011734,0.034642,0.10524000000000001,0.06389500000000001,-0.062479999999999994,-0.10717,318.33,0.018229,180.0,0.020101,161.33,160.0,0.026367,0.021647,normal
966,-3.2892,0.39718000000000003,4.9689,1.923,1.1697,0.11391,1.3684,0.97562,1.4216,-0.14554,-0.1208,-0.0214,-0.012995,0.055411,131.73,0.010156,258.13,0.0088542,160.0,123.73,0.0125,0.020052,normal
967,-5.8819,-0.002461,5.5243,1.6136,0.58533,0.13045,0.36325999999999997,2.119,0.29175999999999996,0.050992,0.18118,0.027291000000000003,-0.025922000000000004,-0.07897,300.36,0.011719,264.73,0.011895999999999999,160.0,154.18,0.011186,0.014737,abnormal
968,-5.6725,-0.44863000000000003,5.5881,1.1095,0.27233,-0.18164,0.20581,-0.6570600000000001,0.11980999999999999,-0.81171,0.39336,0.047677,-0.06159,0.05720700000000001,263.69,0.028546,142.77,0.017728,140.31,147.69,0.029898,0.016076,abnormal
