MFCC1_S1,MFCC6_S1,MFCC2_S2,MFCC4_S2,MFCC5_S2,MFCC6_S2,MFCC5_Sys,MFCC6_Sys,MFCC13_Sys,MFCC1_Dias,MFCC3_Dias,MFCC5_Dias,MFCC6_Dias,MFCC7_Dias,MFCC12_Dias,MFCC13_Dias,MFCC14_Dias,atomPos4,atomLen6,atomFreq6,atomPos6,atomLen7,atomLen11,atomFreq11,atomFreq15,LPC_Coefficient2,LPC_Coefficient4,LPC_Coefficient8,LPC_Coefficient9,LPC_Coefficient14,Class
-6.8249,0.106,5.8989,0.90492,0.0061572,0.083019,-0.087441,-0.1399,-0.053115,-13.489,1.0061,-0.080082,-0.125,0.17083,-0.0094257,-0.0030195,-0.014516,56.5,212,0.014648,317,240,256,0.016113,0.017334,-0.36732,-0.12634,0.082467,0.074501,-0.026826,normal
-3.5663,0.63805,5.1547,1.7261,1.104,0.58026,0.43062,0.39031,-0.097157,-11.37,1.0767,0.53446,0.50571,0.40163,-0.077396,-0.10399,0.0012123,356.8,115.2,0.0046875,430.4,332.8,256,0.016016,0.018359,-0.31698,-0.14931,0.026394,0.034209,0.016666,normal
-3.3917,0.11732,6.3474,0.85501,-0.014576,-0.21025,0.25324,0.13419,-0.0638,-9.8193,3.0881,0.38054,0.10311,0.036409,-0.051999,-0.047721,-0.026878,342.86,164.57,0.01144,305.14,320,242.29,0.010603,0.035714,-0.34682,-0.1264,0.048974,0.052096,-0.0090949,normal
-1.5592,0.19552,5.9248,1.3201,0.10219,0.13856,-0.48398,-0.038288,-0.00796,-5.8102,1.1382,-0.38324,-0.03066,0.15746,0.018305,-0.00066142,-0.020906,240,228.57,0.0078125,451.43,201.14,187.43,0.0069754,0.0083705,-0.59838,-0.099934,0.032945,0.034006,0.010555,normal
-4.78,0.29499,4.9311,1.7265,0.77887,0.31215,0.89266,0.42885,0.011768,-7.7686,2.6533,0.80042,0.33473,0.12215,-0.038168,-0.0081098,0.0095705,512,128,0.039062,1264,512,64,0.046875,0.03125,-0.69254,-0.20295,0.031381,0.17708,0.039311,normal
-2.9228,0.33995,5.4069,1.8049,0.88625,0.25602,0.70736,0.25526,-0.032353,-14.495,2.8775,0.58438,0.19222,0.079637,-0.023935,-0.031466,-0.016649,332.44,220.44,0.011285,320.44,263.11,110.22,0.018229,0.018663,-0.49465,-0.053979,0.042333,0.0089582,0.0027427,normal
-2.1798,0.27283,5.4241,1.3785,0.45063,0.23575,-0.15281,0.11593,-0.035907,-12.454,1.1513,0.054738,0.29822,0.2845,-0.094492,-0.05791,0.013439,189.33,160,0.0036892,253.33,270.22,64,0.018229,0.016493,-0.30074,-0.12007,0.048714,0.051034,-0.005825,normal
0.22543,0.12235,5.6521,1.4095,-0.19562,-0.20289,-0.25151,0.2254,-0.052072,-4.597,-0.16499,-0.47985,0.20451,0.32133,-0.012737,-0.017961,-0.034636,194.29,260.57,0.0072545,368,169.14,187.43,0.013114,0.018136,-0.38533,-0.055836,0.0023294,0.0062211,0.01025,normal
-2.0018,0.38216,5.1819,1.4546,-0.096167,0.31544,-0.21909,0.47476,-0.11949,-2.8858,0.76836,-0.084624,0.55708,0.4894,0.031727,-0.069751,-0.010549,448,32,0.0625,1376,64,512,0.023438,0.035511,-0.86116,-0.08713,0.086545,0.16362,0.04695,abnormal
2.8735,0.36943,4.0993,2.2912,-0.1809,0.52385,-0.047342,0.56528,-0.052153,-0.013609,0.19395,-0.11425,0.57924,0.40758,-0.085955,-0.10087,-0.021831,1024,128,0.03125,352,64,128,0.046875,0.053977,-1.172,-0.25296,0.27983,-0.12596,-0.064126,normal
-9.8159,0.23023,5.6826,1.1473,-0.20754,0.046267,-0.32595,0.13218,0.0030357,-13.119,-0.073498,-0.22898,0.27629,0.1587,-0.016716,-0.049898,0.0013204,379,224,0.0080566,344,212,268,0.0068359,0.0271,-0.33278,-0.12352,0.032491,0.034659,-0.0086835,normal
-6.1801,0.52656,6.3797,0.75935,0.45529,0.26939,0.18781,0.20618,-0.076338,-10.934,0.39589,0.38216,0.24056,0.32527,-0.040268,-0.066026,-0.0064239,448,320,0.0063477,276,156,128,0.003418,0.012451,-0.29275,-0.15683,0.019378,0.035624,0.011619,normal
-4.5998,0.38095,4.9825,1.9637,1.1601,0.60387,0.66816,0.31158,-0.038543,-10.884,2.7927,0.71129,0.31304,0.11631,-0.035672,-0.031698,0.013721,372.57,219.43,0.0092076,470.86,224,173.71,0.0092076,0.011998,-0.39517,-0.12493,0.039734,0.034454,-0.0019232,normal
-3.9501,0.31869,5.3328,1.5154,0.73945,0.37427,0.29671,0.45716,-0.072352,-10.957,0.63204,0.38627,0.38713,0.2341,-0.062488,-0.098133,0.0039068,331.56,192,0.0078125,336,199.11,138.67,0.0082465,0.019531,-0.36909,-0.11895,0.026845,0.032554,0.0074623,normal
-4.0623,0.41673,5.6159,1.3252,0.46513,0.37677,0.57242,0.50186,-0.061107,-8.7756,1.8725,0.050558,0.22218,0.40371,0.013652,-0.073327,-0.012669,243.56,277.33,0.0036892,404.44,167.11,96,0.0069444,0.020399,-0.26359,-0.14611,0.021561,0.039773,0.016945,abnormal
-9.9111,-0.058305,6.0288,1.172,0.29554,0.13436,-0.23602,-0.10499,-0.010823,-16.044,0.32311,-0.281,0.086834,0.059822,-0.045645,-0.035276,0.026987,148.44,220.44,0.0036892,288,131.56,234.67,0.021267,0.014106,-0.75177,-0.058388,0.077731,0.023741,-0.0087811,abnormal
-5.1954,0.3381,5.982,0.85159,0.38685,0.33582,0.090154,0.37472,-0.057049,-14.102,1.7423,0.29894,0.2597,0.25386,-0.044211,-0.067983,-0.0013658,490,164,0.0056152,312,228,204,0.015137,0.019043,-0.61476,-0.010291,0.013873,0.0041067,0.011059,normal
-5.7301,0.20656,5.8147,1.021,0.11464,0.23906,-0.28987,0.12714,-0.070638,-11.026,0.64579,-0.56124,0.075836,0.24414,-0.026643,-0.049943,-0.020185,306,188,0.0078125,239,312,120,0.010742,0.0092773,-0.31873,-0.14211,0.03078,0.039918,0.0062848,normal
-4.7188,0.33344,5.4361,1.2698,0.60035,0.27217,0.51199,0.23351,-0.076708,-13.6,2.8971,0.72093,0.30471,0.11564,-0.062346,-0.022988,-0.0052471,285.33,197.33,0.0083008,352.67,154.67,216,0.0087891,0.023926,-0.49595,-0.11008,0.064451,0.060382,-0.021184,abnormal
-18.643,0.1047,5.2776,1.4889,0.58921,0.20915,0.54847,0.21436,-0.022998,-20.666,1.6428,0.47799,0.15,0.21339,-0.013036,-0.072433,-0.022425,256.73,58.182,0.065341,674.91,64,104.73,0.046697,0.078125,0.078377,0.072601,0.16281,0.23949,-0.026776,normal
-3.3309,0.13274,5.6189,1.2952,0.47362,0.20964,0.18356,0.16308,-0.068946,-9.8734,1.7731,0.14906,0.1893,0.28426,-0.060818,-0.092837,-0.03989,489.78,263.11,0.0065104,432.89,220.44,234.67,0.010417,0.012587,-0.42133,-0.13793,0.037317,0.042075,0.0043508,normal
-6.6105,0.33899,5.6542,1.6082,0.86128,0.40835,0.79327,0.238,0.025491,-15.833,2.0443,0.79011,0.13762,0.16701,-0.030151,-0.021277,-0.0059294,393.6,294.4,0.0066406,268.8,320,166.4,0.015625,0.0089844,-0.34497,-0.13836,0.041579,0.043896,-0.019891,normal
-4.8973,0.34885,5.2787,1.6065,0.80777,0.27086,0.39122,0.079505,-0.009586,-16.432,2.9086,0.45041,0.092147,0.036017,-0.026967,-0.048786,-0.031392,273.78,174.22,0.011285,270.22,202.67,177.78,0.019314,0.020833,-0.37557,-0.10152,0.072932,0.05668,-0.023631,normal
-2.3152,0.62682,5.1108,1.9718,0.39207,0.28382,0.35921,0.44585,-0.079993,-7.8712,1.4115,0.31925,0.38122,0.40459,-0.029099,-0.11166,0.007912,200,148,0.0063477,360,212,172,0.016113,0.014893,-0.41274,-0.1303,0.053741,0.045025,0.0033696,normal
-4.6205,0.41371,5.2301,1.61,0.68852,0.35034,0.48377,0.21873,-0.095744,-13.648,2.2927,0.39775,0.10454,0.10802,-0.024489,-0.016853,0.0018526,326,228,0.0087891,374,220,200,0.020508,0.02832,-0.52373,-0.061414,0.041532,0.054493,-0.020724,normal
-5.9812,0.26498,5.6576,1.3764,0.48782,-0.047582,0.56005,0.17098,-0.029627,-13.774,2.3982,0.55967,0.076653,0.036582,-0.039136,-0.040395,-0.01927,262.86,228.57,0.0089286,184,210.29,146.29,0.0080915,0.01423,-0.2988,-0.12923,0.036706,0.046124,-0.0037598,normal
-0.080516,0.15088,5.2546,1.2814,0.80299,0.40989,0.8766,0.37884,-0.085087,-3.0401,1.9085,0.63848,0.29132,-0.036547,-0.026615,-0.027191,-0.011055,200,32,0.0625,52,64,258.91,0.033736,0.0625,-0.97577,-0.37858,0.1401,0.01637,0.05244,abnormal
-5.7344,0.34274,5.4189,1.5816,0.82548,0.28419,0.62823,0.20814,-0.010634,-13.065,1.7888,0.61845,0.23424,0.23693,-0.036038,-0.038555,-0.03671,396,140.8,0.0046875,369.2,224,128,0.013281,0.01875,-0.27645,-0.12419,0.034206,0.041802,0.0061041,normal
-2.5884,0.1011,5.1183,1.6223,0.73067,0.20435,0.62075,0.10593,-0.043743,-5.5015,2.8689,0.66967,0.13519,-0.022729,-0.025508,-0.054009,-0.031832,952.73,32,0.0625,1386.9,64,512,0.078125,0.053977,-1.0055,-0.45098,-0.0017794,0.091332,0.025847,normal
-6.0229,0.41403,5.9266,0.89971,0.40682,0.26453,0.65916,0.34113,-0.039983,-16.245,2.5789,0.71023,0.17862,0.10721,-0.020063,-0.0068633,-0.0018758,340.57,237.71,0.0075335,333.71,278.86,237.71,0.0066964,0.0097656,-0.60424,-0.10667,0.052314,0.040991,-0.017492,normal
-2.4136,0.24465,5.6041,1.3561,0.27532,-0.023771,0.24429,0.30882,-0.10758,-9.7597,0.40886,-0.038979,0.37843,0.29387,-0.054868,-0.11934,0.017504,392,265.14,0.0066964,304,160,301.71,0.013114,0.0075335,-0.34768,-0.14452,0.044882,0.051745,-0.0031511,normal
-3.0489,0.1597,5.9779,1.006,-0.3017,0.0094165,-0.42603,0.14441,-0.058608,-8.3892,0.23542,-0.48051,0.12005,0.24221,-0.043617,-0.048244,0.0041741,398.4,230.4,0.0125,164.8,160,185.6,0.010742,0.027344,-0.64909,-0.052292,0.048131,0.0077855,0.0096462,normal
-5.3552,0.15938,5.382,1.4936,0.50839,0.1078,0.48816,0.11179,-0.015954,-5.8105,1.4144,0.5,0.11094,0.27427,-0.04671,-0.026017,-0.0023603,1232,512,0.039062,320,128,64,0.058239,0.066406,-0.736,-0.13131,-0.0012626,0.11797,0.018282,normal
-7.3175,0.27937,5.1586,1.5236,0.70288,0.24912,0.78509,0.27865,-0.047935,-8.6428,2.4299,0.72671,0.27592,0.11164,-0.072835,-0.023162,0.011318,32,512,0.033203,832,512,40.727,0.058239,0.13281,-0.89671,-0.27597,-0.01799,0.11144,0.0753,abnormal
-3.6366,0.20429,5.841,1.4713,0.66107,0.28393,0.14145,0.064281,-0.05372,-13.524,0.70113,0.29667,-0.080766,0.21116,-0.063504,-0.060646,0.012483,302.22,227.56,0.0041233,284.44,192,263.11,0.013021,0.015191,-0.45664,-0.14581,0.069746,0.058219,-0.019176,normal
-3.5237,0.21688,5.7403,1.1765,0.90256,0.41839,0.74767,0.24387,-0.031654,-9.886,0.94078,0.76592,0.12966,0.16533,-0.040985,-0.032971,-0.025069,139.2,108.8,0.0054687,458,156.8,179.2,0.010547,0.024805,-0.50229,-0.090408,0.021286,0.034004,-0.0031152,normal
-3.8109,0.38832,5.256,1.7153,0.85404,0.39317,0.66382,0.39522,0.013168,-8.4652,1.9624,0.89174,0.41217,0.15502,-0.064853,-0.042318,0.017942,228.36,238.55,0.0051491,99.636,165.82,98.909,0.016335,0.011541,-0.43533,-0.10402,0.027132,0.040582,-0.0094153,normal
-6.6233,0.36593,4.8762,1.7795,0.60907,0.5329,0.54931,0.65828,-0.097624,-7.887,1.6944,0.42467,0.49886,0.44832,-0.028075,-0.090848,-0.0086466,584,104.73,0.026278,1006.5,256,381.09,0.046875,0.046875,-1.5806,-0.70234,0.04036,0.038334,0.2199,abnormal
-2.9848,0.096366,5.7394,1.1787,0.29274,0.16393,0.070614,-0.13139,-0.025593,-8.3676,0.7954,0.19726,-0.032948,0.36886,-0.034364,-0.046304,-0.020182,239.11,213.33,0.0091146,145.78,184.89,170.67,0.010634,0.013889,-0.72609,-0.041455,0.05585,0.0068584,0.003811,normal
-2.4665,0.35939,5.5831,1.6186,0.57224,0.32872,0.5652,0.46314,-0.068974,-10.18,1.0279,0.42148,0.40511,0.29667,-0.085644,-0.097448,-0.0066255,274,176,0.005127,460,108,140,0.021484,0.026123,-0.38194,-0.14209,0.063562,0.062519,-0.021438,normal
-1.8798,0.43499,5.2089,1.2342,0.77515,0.30098,0.67787,0.24498,-0.038138,-6.9341,0.88208,0.75613,0.29706,0.27462,-0.069293,-0.07207,-0.0025381,482,224,0.0075684,310,232,140,0.01123,0.010742,-0.4174,-0.11662,0.033763,0.027048,0.0042285,normal
-9.2578,0.36074,5.5429,1.162,0.65757,0.43957,0.69887,0.36276,-0.054172,-16.153,0.83311,0.58059,0.30331,0.32433,-0.040643,-0.060581,0.0029662,190.86,198.86,0.0072545,240,132.57,155.43,0.013811,0.018276,-0.43352,-0.092377,0.050407,0.05071,-0.0056167,normal
-5.1043,0.077157,6.0484,0.85442,0.36517,0.18519,0.1756,0.064903,-0.083232,-13.637,1.5185,0.28021,0.095582,0.21677,-0.048004,-0.055082,-0.025164,168,160,0.0073242,648,292,272,0.014893,0.022705,-0.306,-0.10803,0.047544,0.047486,0.00089357,abnormal
-2.0901,0.20188,5.3148,1.1969,0.42089,0.23143,0.43615,0.10081,-0.055637,-6.1199,2.3178,0.44472,0.23266,0.17175,-0.055114,-0.073349,-0.012793,942.55,64,0.046875,576,32,128,0.03125,0.038352,-1.0537,-0.43345,-0.063391,0.18464,0.00067037,normal
-8.8373,0.40043,5.6044,1.4904,0.24931,0.14482,0.023231,0.16848,-0.096086,-11.407,0.31524,-0.042779,0.09713,0.44797,0.010372,-0.080163,0.018833,504.89,227.56,0.0028212,296,131.56,231.11,0.0095486,0.012153,-0.23833,-0.12641,0.0243,0.040681,0.0064941,normal
-3.388,0.21447,5.561,1.313,0.040821,0.089763,-0.18987,0.085118,-0.034726,-7.6042,0.82662,-0.15964,0.033183,0.12976,-0.00060384,-0.052205,-0.025482,345.45,250.18,0.0060369,320.73,232.73,125.09,0.024325,0.018111,-0.56296,-0.069646,0.043717,0.025759,0.01116,normal
-0.42569,0.10887,5.6873,1.2779,-0.090069,0.063074,-0.35425,0.11341,-0.033397,-6.4885,-0.78934,-0.44956,0.13634,0.1814,-0.040088,-0.028251,-0.010024,315.2,182.4,0.0044922,388.8,204.8,160,0.009375,0.014844,-0.4103,-0.1166,0.055666,0.056483,0.0017361,normal
-2.706,0.50656,5.339,1.7702,0.92017,0.403,0.53194,0.35953,-0.027029,-11.087,2.6447,0.63125,0.43893,0.25211,-0.057682,-0.03974,-0.013529,407.11,252.44,0.0071615,209.78,160,305.78,0.0091146,0.017795,-0.38686,-0.14258,0.049032,0.051519,0.0069384,normal
-16.656,0.18674,5.3272,1.3031,0.33995,0.21964,0.37727,0.24278,-0.049555,-18.647,0.89062,0.40988,0.32503,0.3398,-0.059222,-0.058255,0.010192,523.64,32,0.03125,1088,372.36,113.45,0.075284,0.03125,-1.3683,-0.51421,-0.0501,0.11208,0.055221,normal
-4.0135,0.33206,5.3198,1.6123,0.87574,0.35848,0.090119,-0.15383,-0.021123,-14.356,2.649,0.59122,0.23027,0.10055,-0.024535,-0.022268,-0.022797,269.71,187.43,0.0086496,258.29,246.86,246.86,0.010324,0.0058594,-0.53834,-0.11816,0.069277,0.042344,-0.016855,abnormal
-1.4251,0.48745,5.8693,0.98448,0.41034,0.16719,0.5011,0.21678,-0.095423,-8.6569,0.80444,0.58574,0.24485,0.38809,-0.052786,-0.054391,-0.026649,452,234.67,0.0039062,233.33,176,133.33,0.0091146,0.008138,-0.40757,-0.17384,0.0536,0.064496,-0.0070557,normal
-11.498,0.47362,5.3494,1.6071,0.58792,0.30893,0.5744,0.46942,-0.040413,-18.52,1.8884,0.68472,0.40552,0.33977,-0.059646,-0.053662,-0.022007,460.44,177.78,0.0069444,325.33,120.89,231.11,0.016276,0.01237,-0.38084,-0.14066,0.048424,0.048376,-0.0070485,normal
-2.6894,0.22166,5.5819,1.2422,-0.24503,0.085846,-0.35157,0.21191,-0.065747,-5.8397,-0.85828,-0.71419,0.25797,0.29592,-0.04423,-0.054118,0.013871,212.44,234.67,0.0095486,417.78,238.22,85.333,0.0043403,0.015625,-0.33294,-0.13097,0.057217,0.05926,-0.0041657,normal
-6.8816,0.33524,5.2558,1.5457,0.57473,0.18443,0.66844,0.18047,-0.0061973,-13.763,2.3421,0.59066,0.2631,0.094223,-0.026317,-0.026053,-0.025379,209.45,168.73,0.0079901,439.27,244.36,119.27,0.010476,0.011896,-0.4646,-0.098137,0.051404,0.040664,-0.0012984,normal
-3.342,0.20954,5.513,0.96142,0.66454,0.36078,0.58769,0.2973,-0.02749,-6.1735,1.6629,0.50778,0.45689,0.012804,-0.078027,-0.022707,-0.010447,688.73,256,0.019531,480,64,34.909,0.041193,0.023438,-0.92321,-0.038293,-0.069202,0.1433,0.0094315,abnormal
-2.3323,0.022493,6.0759,0.81415,0.096998,0.13029,-0.13403,-0.16717,-0.019723,-8.7198,1.1666,-0.19686,-0.17237,0.19227,-0.032528,-0.035975,-0.012124,386.4,160,0.0125,332,230.4,198.4,0.012891,0.010547,-1.009,0.073124,0.026944,-0.023539,0.0054903,normal
-2.8628,0.22177,5.2321,1.2441,0.65194,0.31043,0.69356,0.23647,-0.027841,-5.1723,1.8343,0.72004,0.31244,0.19852,-0.032844,-0.038882,0.012747,512,64,0.046875,16,512,221.09,0.037287,0.044744,-1.1943,-0.46807,0.045048,0.075672,-0.078561,normal
-13.676,0.2777,5.0895,1.5157,0.65131,0.31576,0.69484,0.3514,-0.03047,-16.635,1.9296,0.62863,0.34464,0.15278,-0.054276,-0.078106,-0.018718,432,142.55,0.047585,669.09,133.82,162.91,0.045099,0.044034,-1.2014,-0.66125,0.13479,-0.03804,0.035935,normal
-3.3198,0.32257,5.9254,0.83905,-0.13195,0.03109,-0.45855,-0.057417,-0.11125,-8.8367,0.75458,-0.24698,0.14008,0.16567,-0.066243,-0.083988,-0.0038928,271.11,259.56,0.0060764,237.78,142.22,213.33,0.012587,0.01454,-0.25064,-0.12542,0.023531,0.034963,0.003003,normal
-4.7067,0.2406,5.8752,1.1756,0.46734,0.16807,0.6489,0.16785,-0.036465,-16.312,2.8047,0.68154,0.13243,-0.020721,-0.054596,-0.051009,0.0003028,252.44,149.33,0.010851,223.11,163.56,113.78,0.014757,0.017795,-0.57231,-0.063952,0.061145,0.040284,-0.01023,normal
-13.744,0.10979,5.2339,1.3377,0.63584,0.23588,0.60583,0.22006,-0.062294,-14.892,2.6579,0.64147,0.25522,0.089934,-0.015452,-0.0463,-0.028671,48,64,0.03125,16,64,64,0.046875,0.015625,-1.1361,-0.38575,-0.0039937,0.067262,0.044501,normal
-4.3006,0.02178,5.6615,1.0924,-0.069945,0.046391,-0.59212,-0.15696,-0.030581,-9.1963,0.64134,-0.68653,-0.041375,0.16502,-0.057757,-0.070382,0.028816,348,160,0.0073242,239,216,152,0.022949,0.013672,-0.33317,-0.1397,0.052835,0.057808,-0.0044751,normal
-7.5193,0.028087,5.4285,1.3985,0.1261,-0.032004,0.19963,-0.014099,-0.009963,-8.164,0.3338,0.12652,0.091928,0.27991,0.044005,-0.076201,0.0096651,320,512,0.035156,768,32,512,0.034801,0.060369,-1.0149,-0.083795,-0.05807,0.13504,0.021826,normal
-2.5717,0.60677,5.9053,0.97309,0.61888,0.45083,0.51873,0.22134,-0.061611,-8.3259,0.38015,0.63938,0.32639,0.32912,-0.037968,-0.032781,-0.0035072,281,164,0.0043945,155,220,84,0.012695,0.019775,-0.52237,-0.085002,0.040926,0.043348,0.0067939,normal
-2.0402,0.44609,4.946,2.0989,0.32977,0.42484,0.072143,0.4088,-0.076655,-5.7088,-0.17239,-0.051605,0.43924,0.33804,0.0032322,-0.063253,-0.039794,278.5,120,0.00097656,294,228,244,0.011963,0.014404,-0.36202,-0.12186,0.048138,0.048302,-0.0097021,normal
-4.9127,0.46656,5.4723,1.3803,0.63784,0.2898,0.61372,0.15578,-0.0331,-15.405,2.5499,0.7211,0.25008,0.15829,-0.040662,-0.020062,0.0074787,256,210.29,0.012556,226.29,274.29,123.43,0.016741,0.011998,-0.77522,0.00050443,0.0010037,0.071135,-0.018808,normal
-5.0298,0.10704,5.631,1.3368,-0.13682,0.086811,-0.74793,0.082321,-0.025513,-10.346,0.25896,-0.80449,0.20926,0.19368,-0.10075,-0.065294,0.005853,366,288,0.0075684,302,136,172,0.0046387,0.019775,-0.41977,-0.079669,0.047915,0.042811,0.00099655,normal
-7.1906,0.26258,5.9306,1.0631,0.70938,0.32763,0.52954,0.24806,-0.044705,-17.673,0.094619,0.44113,0.15823,0.27025,-0.0031136,-0.070781,-0.035417,332,144,0.01123,157,204,136,0.012207,0.018066,-0.48674,-0.12261,0.062626,0.053052,-0.010011,normal
-6.6761,0.36438,5.5011,1.3323,0.71706,0.48086,0.35946,0.18393,-0.039931,-14.564,2.6452,0.54781,0.27091,0.2551,-0.072348,-0.04399,-0.0037486,722.67,165.33,0.0084635,304,266.67,192,0.01237,0.0097656,-0.32229,-0.14108,0.045682,0.050243,-0.0087378,abnormal
-3.6151,0.18569,5.7801,1.061,0.43314,0.28054,-0.050457,0.186,-0.054414,-13.59,0.67048,0.13451,0.2192,0.25316,-0.023633,-0.016659,0.014389,337.78,227.56,0.0056424,292,160,213.33,0.018663,0.0091146,-0.37257,-0.10128,0.048877,0.038174,-0.004409,normal
-3.688,0.16184,6.1038,0.85444,-0.17153,-0.27427,-0.21654,-0.12348,-0.023555,-8.8994,0.89588,-0.27721,-0.25054,0.042614,0.017624,-0.045792,0.011311,192,205.33,0.0056966,291,192,189.33,0.016439,0.024089,-0.74352,-0.0019822,0.027343,0.019797,-0.0095424,normal
-5.3743,0.28097,5.4216,1.6387,0.50927,0.3906,0.020226,0.15202,-0.042489,-14.159,0.94481,0.3327,0.2007,0.25556,-0.061038,-0.067441,-0.013056,210.4,355.2,0.0048828,309.6,201.6,275.2,0.011523,0.016406,-0.47973,-0.11295,0.061146,0.047563,-0.015045,normal
-9.7292,-0.061431,5.453,1.2963,-0.5435,-0.10602,-0.36433,0.061722,-0.033999,-10.967,0.065364,-0.41707,0.016582,0.040029,0.0037236,-0.067061,-0.016666,32,256,0.0039062,288,256,512,0.039062,0.023438,0.10709,0.14758,0.1304,0.18323,0.080318,normal
-3.3084,0.027811,5.8467,0.92213,0.29035,0.18524,0.065686,0.10985,-0.05916,-11.406,0.99691,0.13699,0.18152,0.27503,-0.025205,-0.075253,0.0054311,97.143,201.14,0.0094866,307.43,160,274.29,0.0058594,0.020089,-0.4654,-0.11619,0.036149,0.03228,0.0037971,normal
-5.5915,0.15164,5.3623,1.5997,0.82462,0.34302,0.52396,0.13271,-0.083968,-14.253,3.1716,0.56427,0.19917,0.076007,-0.048503,-0.053792,0.017841,270,136,0.0065918,479.5,232,184,0.014648,0.015381,-0.36327,-0.15651,0.052589,0.062088,-0.0047665,normal
-5.8879,0.3025,4.9863,1.65,0.94343,0.40395,0.4222,0.31241,-0.055555,-18.493,2.6899,0.90916,0.42305,0.22342,-0.078469,-0.039432,0.0050234,128,200,0.01123,276,240,160,0.019531,0.015625,-0.40936,-0.12493,0.060158,0.045715,-0.016409,abnormal
-3.3677,0.3091,5.7632,1.2983,0.16641,0.13971,0.01283,0.11933,-0.0036966,-10.653,0.1935,0.12491,0.19703,0.28826,-0.023757,-0.062104,0.012742,228.44,241.78,0.0099826,365.33,270.22,117.33,0.013021,0.013889,-0.57232,-0.081459,0.033122,0.020855,-0.0036759,normal
-3.9876,0.52544,5.6911,1.221,0.59539,0.42674,0.49867,0.27523,-0.04698,-13.435,2.304,0.54959,0.30571,0.26685,-0.011249,-0.087422,-0.017458,121.6,220.8,0.0060547,416,169.6,208,0.01543,0.023047,-0.48455,-0.095241,0.035529,0.042111,0.0025772,normal
-2.5564,0.47806,5.1436,1.6671,0.77022,0.4524,0.53009,0.47874,-0.077225,-9.9972,1.8452,0.62655,0.45002,0.49528,-0.060684,-0.06687,-0.024104,390.67,320,0.0094401,250.67,154.67,133.33,0.0091146,0.0045573,-0.23486,-0.13286,0.015223,0.03293,0.013012,normal
-12.49,0.06174,5.7579,1.0235,0.21783,0.10901,0.13102,0.083002,-0.047801,-19.298,0.82314,0.092473,0.025137,0.27408,0.018397,-0.062759,0.0022982,120.8,243.2,0.0070313,220,160,163.2,0.0095703,0.025,-0.49809,-0.16249,0.065771,0.034725,-0.014044,normal
-3.7065,0.53262,5.4018,1.4177,0.78456,0.55748,0.083366,0.51157,-0.075899,-9.6904,0.54822,0.13177,0.52646,0.3959,-0.098317,-0.1097,-0.013382,437.33,245.33,0.0055339,368,224,192,0.010417,0.020182,-0.65878,-0.096325,0.036025,0.034365,-0.0068581,normal
-8.0087,-0.010644,5.6962,1.2065,0.27385,0.047105,0.11628,0.00091639,-0.039614,-9.0922,0.62903,0.096459,-0.040515,0.053857,-0.024993,-0.042609,-0.017577,704,64,0.046875,392,66.909,256,0.022372,0.03125,-0.42564,-0.050504,0.11627,0.055351,0.041228,normal
-4.7076,0.27212,5.5398,1.3622,0.58355,0.53096,0.18489,0.44486,-0.099207,-9.8524,0.21164,0.27379,0.36211,0.41049,-0.034275,-0.095732,-0.029184,228.8,214.4,0.0097656,253.6,131.2,172.8,0.011719,0.013867,-0.52415,-0.063956,0.034406,0.018635,0.018138,normal
-2.9299,0.20962,5.291,1.7112,0.94058,0.30123,0.86297,0.35014,-0.018452,-8.3277,2.1496,0.82016,0.21882,0.14413,-0.017968,0.0016302,-0.020711,197.82,215.27,0.0095881,349.09,174.55,183.27,0.011541,0.017401,-0.35535,-0.1241,0.059454,0.056156,-0.0114,normal
-5.9521,0.10544,5.164,1.6373,0.48706,0.27573,0.41365,0.18367,-0.016749,-7.758,1.9686,0.38097,0.12716,0.16534,-0.0079858,-0.049699,0.0084094,708.36,256,0.027344,1152,32,128,0.03125,0.019531,-0.82139,-0.24064,0.053543,0.079447,0.072011,normal
-8.7466,0.24536,5.8899,0.98519,0.21754,0.39386,-0.25981,0.15184,-0.053443,-12.987,1.8332,-0.038582,0.19825,0.26437,0.015696,-0.10105,-0.0040868,320.89,188.44,0.0049913,339.56,213.33,138.67,0.0019531,0.013672,-0.30871,-0.15321,0.029665,0.045015,0.00018107,normal
-5.7718,0.40419,5.6759,0.94183,0.2568,0.16366,0.44023,0.15417,-0.026077,-14.436,2.7838,0.55496,0.2529,0.19706,-0.058687,-0.042051,0.0036705,274.67,213.33,0.01237,474.67,320,165.33,0.0042318,0.011719,-0.5383,-0.12232,0.057979,0.040583,-0.016926,abnormal
-4.2058,0.24165,4.9382,1.7953,0.90077,0.36019,0.97561,0.42906,-0.033781,-8.1055,2.8541,0.86568,0.3172,0.1027,-0.05407,-0.030298,0.021155,334.55,256,0.03125,1184,512,215.27,0.04723,0.03125,-1.0192,-0.44086,-0.008375,0.11793,-0.037656,normal
-14.45,0.36689,5.2375,1.8693,0.98298,0.43265,0.56855,0.18316,-0.042479,-19.404,2.5716,0.48924,0.18086,0.076166,0.005439,-0.024746,0.0029855,360,330.67,0.0061849,286.67,298.67,240,0.0045573,0.010417,-0.45847,-0.13587,0.057811,0.047071,-0.011416,normal
