LPC_Coefficient5,LPC_Coefficient4,atomFreq6,atomFreq5,atomFreq7,atomFreq8,atomFreq9,atomFreq10,LPC_Coefficient6,atomFreq4,LPC_Coefficient9,atomFreq13,atomFreq3,LPC_Coefficient2,atomFreq11,LPC_Coefficient10,atomFreq14,atomFreq12,LPC_Coefficient8,atomFreq2,LPC_Coefficient14,atomFreq15,LPC_Coefficient15,atomFreq1,atomLen6,LPC_Coefficient11,atomLen7,atomLen5,atomLen8,LPC_Coefficient3,atomLen4,atomLen9,LPC_Coefficient7,atomLen1,atomLen11,LPC_Coefficient13,atomLen13,LPC_Coefficient12,atomLen3,atomLen10,atomPos4,atomPos3,atomLen2,atomPos1,atomPos2,atomAmp2,atomPos5,atomLen15,atomPos11,atomAmp1,atomAmp3,atomPos14,LPC_Coefficient16,atomLen14,atomLen12,atomPos6,atomPos15,atomPos8,atomPos12,atomAmp4,atomPos10,atomPos9,atomPos7,atomPos13,atomAmp5,atomAmp6,Class
0.019916,-0.11049,0.011027,0.013468,0.01416,0.014974,0.012126,0.018107,0.02416,0.012004,0.039981,0.018107,0.012533,-0.52302,0.015055,0.030192,0.021118,0.018677,0.038983,0.010498,-0.011946,0.018433,-0.0060564,0.014811,194.67,0.02381,226.67,176,179.33,-0.19975,193.33,183.33,0.060678,181.33,169.33,-0.0015289,152,0.0039886,186,181.33,291.33,217.67,170,456.33,109.33,3.431,262.83,190,294.33,4.6609,2.0934,308.42,0.0066874,206.67,176.67,349.33,295.08,305.67,324,1.5834,308.5,226.33,233,277.92,1.4174,1.1738,abnormal
-0.014024,-0.11526,0.014737,0.013272,0.015137,0.014737,0.017711,0.016824,0.043064,0.014205,0.052768,0.020064,0.013494,-0.55902,0.017223,0.037703,0.017933,0.015225,0.067134,0.013139,-0.014904,0.021174,-0.0096069,0.013228,218.18,0.018392,225.45,221.82,207.27,-0.26903,223.27,218.18,0.066418,138.18,209.45,-0.010018,197.82,0.0015734,224,183.27,370.36,306,194.91,39.091,490.91,2.7883,279.55,178.91,315.64,4.4726,2.0816,314,0.0017745,229.82,200.73,315.82,286.64,357.73,371.64,1.8739,309.64,421.27,359.09,372.18,1.5323,1.447,abnormal
0.023026,-0.085237,0.015088,0.017676,0.01626,0.017139,0.015234,0.015674,0.066898,0.016309,0.042596,0.015674,0.013721,-0.66926,0.01748,0.02084,0.019287,0.01543,0.067251,0.015625,-0.016914,0.016309,-0.00093301,0.013184,222.4,-0.0072917,216,205.6,216,-0.26316,189.6,204.8,0.083941,174.4,216,-0.016434,203.2,-0.019562,150.4,221.6,185,145.6,152,39,509.6,2.3166,286.4,221.6,312.8,3.5271,1.8714,358.8,0.021749,179.2,189.6,316.2,257.6,401,341.4,1.3043,336.3,357.8,260,360,1.0363,0.80938,abnormal
0.65871,0.72425,0.28056,0.32518,0.25184,0.25911,0.2505,0.27616,0.57632,0.35547,0.36553,0.24816,0.34999,0.92115,0.26409,0.31984,0.29071,0.28707,0.43086,0.33119,0.12253,0.26134,0.094796,0.39277,48.941,0.27085,73.412,66.51,60.863,0.82925,93.49,80.941,0.49082,77.804,65.255,0.15978,68.392,0.22298,97.255,67.765,343.06,339.14,38.275,349.65,568.63,0.78689,480.47,47.686,455.22,0.88289,0.74047,561.8,0.058192,73.412,74.667,557.33,547.06,462.98,477.96,0.71845,467.92,571.14,519.14,503.61,0.69601,0.67076,abnormal
0.13106,0.046991,0.017684,0.018476,0.017367,0.019215,0.016892,0.018317,0.10415,0.017895,0.0057315,0.017789,0.0142,-0.85468,0.020851,-0.019483,0.021484,0.021115,0.026976,0.017525,-0.0054948,0.024652,0.011135,0.01647,194.59,-0.0090747,200.65,225.73,233.51,-0.22855,188.54,177.3,0.064218,171.24,176.43,-0.001477,153.08,-0.0074094,259.46,195.46,81.081,94.703,183.35,14.27,24.649,3.2722,142.27,179.03,253.73,4.6314,2.152,366.38,0.020527,163.46,220.54,135.35,253.51,229.84,247.78,1.687,254.92,270.49,251.46,269.51,1.2731,1.1045,abnormal
0.081324,0.0040981,0.01705,0.01742,0.019056,0.01478,0.020376,0.019426,0.058541,0.015467,0.023751,0.02027,0.016681,-0.91398,0.015097,-0.0038918,0.016839,0.018845,0.03436,0.01742,-0.019108,0.019003,-0.00079853,0.016153,204.11,-0.00091348,209.3,211.89,240.43,-0.076214,165.19,192.86,0.049379,221.41,241.3,-0.019736,243.03,-0.0081441,115.89,236.11,188.97,76.324,174.7,303.14,377.95,5.6345,483.68,171.24,324.76,6.4212,3.7845,315.46,0.037236,232.65,242.16,343.14,409.95,322.49,336.32,2.3807,300.54,366.7,330.7,250.92,2.0171,1.6197,abnormal
0.062082,-0.029374,0.018767,0.018173,0.016219,0.018682,0.01588,0.019871,0.06576,0.01588,0.015844,0.020805,0.018342,-0.75886,0.018427,0.017328,0.016984,0.01605,0.040573,0.015455,-0.0041705,0.022758,0.0024528,0.015965,168.35,0.0053344,196.17,185.04,168.35,-0.12854,185.04,197.57,0.061676,228.17,151.65,-0.0041405,233.74,0.00068555,111.3,153.04,154.09,110.61,169.74,29.913,524.17,4.3602,364.7,118.26,262.61,6.1123,3.0105,290.78,0.01436,224,133.57,304,384,292.52,316.17,2.2908,265.22,352.35,273.57,275.13,1.7759,1.4617,abnormal
0.043268,-0.047374,0.018066,0.015747,0.014404,0.014709,0.012573,0.017517,0.069499,0.018066,0.030451,0.020142,0.016113,-0.60467,0.023438,0.015908,0.019836,0.019409,0.04901,0.01123,-0.0089832,0.025085,-0.002839,0.015625,179,0.0055643,166,167,188,-0.20101,198,223,0.066162,162,222,-0.0068404,188,-0.0016429,156,186,237.5,205.75,236,16.5,54,3.424,336,182,146,4.5967,2.5806,252.25,0.015823,175,166,292.62,215,222,266.75,1.9941,227,288.88,222.75,250.25,1.6501,1.4055,abnormal
0.049333,-0.04534,0.020917,0.01909,0.018019,0.012538,0.016255,0.02035,0.076895,0.015499,0.02816,0.019216,0.014491,-0.64268,0.020098,0.0082673,0.027092,0.020602,0.049153,0.012727,-0.0042032,0.02558,0.0050092,0.021799,158.97,-0.0043956,194.06,147.61,222.97,-0.23998,137.29,162.06,0.071189,146.58,208.52,-0.008589,167.23,-0.0093486,134.19,236.39,211.87,256.77,158.97,99.613,104,1.5003,338.97,274.58,353.68,2.7163,1.2172,398.97,0.017285,163.1,178.58,172.52,253.81,395.35,293.55,0.97064,227.1,297.55,289.81,383.23,0.70767,0.6171,abnormal
0.047039,-0.020584,0.018281,0.017422,0.015547,0.017344,0.016016,0.016641,0.062423,0.012969,0.012478,0.021484,0.014375,-0.6699,0.017344,0.011554,0.01875,0.016484,0.038131,0.012656,0.0018401,0.019922,0.0047859,0.015625,212.48,0.0013739,263.68,203.52,163.84,-0.19742,151.04,166.4,0.059824,166.4,216.32,0.00042802,189.44,3.18E-05,168.96,263.68,469.12,210.4,120.32,10.88,118.88,2.8596,315.36,126.72,371.52,6.6074,2.251,279.2,0.0046831,154.88,230.4,217.28,299.68,345.12,419.84,1.8739,249.92,367.84,244.48,301.44,1.6688,1.3619,normal
-0.0017887,-0.087111,0.014351,0.013502,0.012441,0.014309,0.014818,0.013332,0.048184,0.012313,0.039162,0.016262,0.011252,-0.5397,0.013332,0.027357,0.019446,0.016771,0.046215,0.011676,-0.0035514,0.018427,-0.0044812,0.0099355,221.22,0.020115,228.87,256,230.96,-0.25653,241.39,199.65,0.051221,267.13,197.57,0.0039603,185.74,0.011166,218.43,228.87,256.52,298.87,251.83,92.522,220.35,3.9019,319.13,198.96,423.22,5.5356,3.1241,300.96,-8.97E-05,208.7,172.52,339.83,261.91,346.78,349.74,2.7696,361.04,402.96,316.7,290.87,2.4108,2.0539,normal
0.0082071,-0.071565,0.016927,0.015997,0.014927,0.017764,0.014555,0.016416,0.043491,0.015439,0.046132,0.015625,0.015067,-0.57684,0.012928,0.02773,0.018555,0.018043,0.049707,0.013718,-0.0086007,0.018834,-0.006431,0.017997,190.48,0.015656,182.86,206.48,187.43,-0.23588,181.33,203.43,0.052777,150.86,196.57,-0.0092588,166.1,0.0031717,216.38,202.67,444.76,315.05,323.05,38.667,241.33,2.6215,317.33,204.19,355.81,4.4522,1.8884,358.76,0.0089926,230.86,249.14,233.52,477.62,308.38,364.86,1.534,449.24,287.9,289.62,577.52,1.2141,1.0528,abnormal
0.032248,-0.066052,0.01404,0.014999,0.015183,0.018352,0.01603,0.018205,0.066664,0.016767,0.037385,0.01791,0.016436,-0.62369,0.01791,0.021563,0.026312,0.015514,0.061844,0.015883,-0.015295,0.019052,-0.0055812,0.01592,216.15,0.0059921,216.15,207.7,176.91,-0.23856,219.17,179.32,0.079809,166.64,184.15,-0.014403,160.6,-0.0073079,179.92,158.79,261.21,257.06,150.34,97.208,347.62,2.1776,321.43,187.77,293.58,3.1422,1.5323,290.94,0.018904,173.89,171.47,222.49,334.34,247.92,266.26,1.1145,297.28,291.62,241.36,287.25,0.9591,0.86076,abnormal
0.021806,-0.068125,0.013327,0.014093,0.014821,0.014859,0.01574,0.021982,0.061095,0.01371,0.031277,0.018765,0.013787,-0.55302,0.017272,0.013676,0.023667,0.015012,0.049135,0.013595,0.0019919,0.01957,0.00046377,0.012293,164.39,0.0061824,170.67,155.61,161.25,-0.22105,189.49,202.67,0.064393,186.98,165.02,0.0027944,159.37,0.0029381,218.35,210.82,82.588,101.41,160.63,24.627,83.765,3.6324,215.06,162.51,308.39,5.0723,2.7699,273.18,-0.0079976,134.9,122.35,275.76,307.29,298.75,314.51,2.2307,193.41,255.06,344.31,313.8,1.7315,1.4607,abnormal
0.087401,-0.025774,0.015455,0.016219,0.018003,0.018342,0.01329,0.02106,0.10969,0.017621,0.0054534,0.016814,0.015158,-0.7023,0.016177,-0.019409,0.021399,0.021272,0.039059,0.017833,0.0013102,0.024074,0.010892,0.027599,221.22,-0.021239,206.61,214.26,185.74,-0.26862,246.96,214.96,0.082382,121.04,218.43,-0.0060248,181.57,-0.014824,178.09,169.74,188.78,373.91,154.43,17.217,279.3,3.3963,265.57,185.74,229.65,4.899,2.7077,296.78,0.027005,196.17,171.83,301.74,278.26,256.78,302.7,1.8041,284.7,285.74,269.91,310.78,1.5496,1.2889,abnormal
-0.0081851,-0.11527,0.011719,0.012974,0.011614,0.010324,0.015241,0.018764,0.045151,0.014683,0.056063,0.020508,0.012695,-0.50708,0.022566,0.033888,0.018032,0.022008,0.071019,0.013637,-0.015645,0.025146,-0.0036572,0.009661,171.43,0.0088014,228,218.86,193.14,-0.23428,212.57,175.43,0.071156,236.57,166.86,-0.019427,167.43,-0.0085952,236,186.86,199.71,105.79,222.29,12.286,34.714,3.6143,301.93,121.71,298.86,5.9178,2.7885,335.93,0.019241,168,170.29,319.79,337.21,302.07,347.36,2.3917,312.29,370.21,236.64,283.21,2.0137,1.7257,abnormal
0.10704,-0.065459,0.016165,0.016996,0.01442,0.017329,0.016248,0.015833,0.067493,0.015957,0.023775,0.017495,0.014171,-0.8611,0.01924,-0.016376,0.018326,0.020362,0.024659,0.017038,-0.0025589,0.024518,0.011474,0.015043,206.98,-0.0064423,202.21,194.04,221.28,-0.1506,156.6,245.79,0.094143,149.79,174.98,-0.0005563,173.62,-0.020385,175.66,149.11,300.17,172.6,129.36,161.7,460.09,3.8236,259.57,126.64,250.21,4.9702,2.6833,354.98,0.0060528,157.28,177.02,268.94,323.15,263.15,370.3,2.1905,327.91,324.77,296.51,324.94,1.87,1.5449,abnormal
0.030358,-0.083172,0.012651,0.01709,0.017267,0.014782,0.013805,0.016557,0.076914,0.014515,0.03578,0.017889,0.013849,-0.61722,0.013539,0.014052,0.016779,0.0182,0.060867,0.014382,-0.018113,0.019709,-0.0047187,0.01527,213.82,-0.0029606,214.55,160,232,-0.29142,165.82,208,0.079514,164.36,165.82,-0.02072,173.82,-0.014944,173.09,224.73,346.55,168.91,181.82,179.09,323.09,2.2803,269.09,165.82,361.27,3.0777,1.5909,377.09,0.01978,148.36,206.55,350.64,446.18,254.91,319.45,1.0993,268.73,294.18,241.27,349.64,0.85005,0.71513,normal
0.050474,-0.056417,0.014137,0.012463,0.014509,0.017578,0.015346,0.014602,0.089236,0.015625,0.026375,0.013765,0.014881,-0.72497,0.015718,0.0081813,0.01702,0.016369,0.066693,0.014881,-0.0088942,0.019438,0.0097347,0.013765,128,-0.01827,124.95,195.05,167.62,-0.24861,158.48,210.29,0.091292,146.29,178.29,-0.022324,231.62,-0.025936,140.19,185.9,159.24,214.86,195.05,12.952,379.43,3.126,315.05,233.14,392.95,6.3305,2.3889,232.57,0.022069,166.1,196.57,315.43,287.62,270.48,274.86,1.9216,322.86,376.38,354.29,376,1.5219,1.2898,abnormal
2.6674,2.3127,0.33752,0.30748,0.31176,0.38988,0.31771,0.36291,2.8735,0.33045,2.4879,0.34431,0.3604,1.4435,0.35668,2.1271,0.28897,0.33836,2.7431,0.44048,0.54293,0.31352,0.29702,0.43155,105.14,1.6502,36.571,172.19,32,1.8659,192,36.571,2.8832,32,54.857,0.86807,77.714,1.2068,146.29,79.238,756.19,639.05,32,1015.6,922.67,1.6433,863.05,57.905,1004.2,1.7692,1.625,720.95,0.088756,56.381,77.714,774.86,634.48,482.67,512.38,1.5743,563.62,683.05,692.38,580,1.5185,1.4749,abnormal
0.091754,0.023486,0.017459,0.016063,0.014828,0.015824,0.014549,0.018017,0.079868,0.01411,0.0076223,0.020049,0.014469,-0.84833,0.016462,-0.0039656,0.019093,0.017738,0.020537,0.013433,0.0071885,0.020807,0.010878,0.015306,213.55,-0.0084495,188.73,188.73,201.14,-0.15339,209.63,214.86,0.045549,182.86,213.55,-0.0033388,205.71,-0.006991,154.12,178.29,216.16,175.67,182.2,16.653,200.73,3.1069,179.27,178.29,278.94,5.3459,2.4435,314.86,0.016827,227.27,169.8,208.65,214.53,315.43,284.65,1.9542,283.84,235.27,268.24,304.49,1.502,1.2621,abnormal
0.030069,-0.05654,0.016142,0.017521,0.01821,0.021714,0.023035,0.01798,0.06571,0.013614,0.028907,0.02338,0.013787,-0.54827,0.023495,0.015984,0.021082,0.014763,0.047991,0.019761,-0.013805,0.019933,-0.0056657,0.015625,150.59,0.0012616,143.06,160.94,119.53,-0.21368,170.35,163.76,0.064615,146.82,146.82,-0.013309,168.47,-0.0066196,88.471,147.76,124.94,205.29,133.65,17.882,503.06,4.2764,160.59,209.88,298.24,6.8925,3.5985,308.35,0.012881,220.24,170.35,225.65,268.82,401.88,479.41,2.6576,304.12,345.88,226.35,319.41,2.0998,1.9077,abnormal
0.84846,0.95518,0.3632,0.35164,0.35604,0.35279,0.3508,0.34145,0.75789,0.35662,0.47104,0.34455,0.34455,1.0853,0.33544,0.36725,0.33521,0.34386,0.58335,0.35413,0.16072,0.33391,0.10552,0.34911,143.06,0.2541,124.24,197.65,139.29,1.0953,158.12,145.57,0.68498,299.29,126.75,0.19129,176.94,0.21929,134.27,145.57,904.24,900.16,174.43,1007.8,764.63,1.4404,942.98,158.12,727.29,1.6046,1.3451,766.27,0.051964,151.22,166.27,935.37,673.73,670.2,790.04,1.2967,760.55,837.41,788.24,664.63,1.2417,1.1952,abnormal
0.064091,-0.040401,0.016276,0.015663,0.01371,0.015816,0.014017,0.021484,0.097743,0.013404,0.022934,0.022786,0.012944,-0.63452,0.018038,-0.00055653,0.02382,0.01597,0.054667,0.015855,-0.0014596,0.02451,0.0084732,0.018612,202.67,-0.013275,180.71,190.75,219.61,-0.24536,243.45,180.71,0.08609,131.14,181.96,-0.010474,177.57,-0.015356,194.51,185.73,202.98,90.039,116.71,15.373,53.333,3.3115,226.51,182.59,243.53,5.4308,2.2972,220.86,0.01374,177.57,163.14,178.98,295.45,227.37,281.96,1.8413,249.1,282.82,286.12,297.73,1.4996,1.3151,abnormal
0.11369,-0.013492,0.020142,0.021606,0.023438,0.02124,0.022949,0.020142,0.13692,0.019531,-0.0020629,0.02478,0.020874,-0.78085,0.023804,-0.02334,0.029053,0.025391,0.045871,0.018555,0.0088,0.026123,0.022604,0.015625,152,-0.029358,208,158,162,-0.26465,164,174,0.10032,144,242,-0.0068612,220,-0.021161,200,208,310.5,309.5,140,654.5,63,5.69,194.5,246,336.75,6.8875,5.1982,291,0.025534,224,264,283,256.5,190,331,4.5845,310.5,329,181.5,261.75,4.1185,3.1399,abnormal
0.078008,-0.060225,0.02027,0.020429,0.019584,0.021801,0.019795,0.019531,0.12542,0.018792,0.022369,0.016417,0.020006,-0.73793,0.015308,-0.016351,0.018,0.018634,0.071256,0.019478,-0.0087722,0.020376,0.012692,0.018581,167.78,-0.037552,211.03,245.62,185.08,-0.32081,202.38,240.43,0.11346,179.89,234.38,-0.028384,179.03,-0.040146,207.57,214.49,171.68,106.38,178.16,395.46,329.3,2.9782,409.08,181.62,370.16,3.6504,2.2162,397.84,0.032964,231.78,172.97,406.27,354.92,400.43,413.19,1.7167,352.22,329.95,448.86,300.65,1.2815,1.1426,normal
0.045486,-0.057439,0.015434,0.018689,0.019608,0.017502,0.019876,0.018957,0.080906,0.018497,0.023385,0.018804,0.014476,-0.59509,0.021178,0.0085259,0.021982,0.019684,0.050088,0.016506,0.0044406,0.025352,0.0093889,0.015089,168.16,-0.0011444,161.25,190.75,162.51,-0.25883,150.59,225.88,0.074383,208.31,197.65,-0.00012303,166.9,-0.0026977,193.25,232.78,262.2,201.96,163.14,26.039,117.49,1.3063,273.57,198.27,352.39,3.2859,0.90018,318.2,0.012843,192.63,223.37,264,336.86,337.8,256.63,0.68204,246.27,276.94,273.88,299.76,0.54117,0.46119,abnormal
0.62737,0.72206,0.23933,0.21428,0.22998,0.25049,0.24309,0.27783,0.52948,0.23287,0.37063,0.26649,0.23238,0.87243,0.23727,0.33933,0.25578,0.26112,0.41387,0.26713,0.094028,0.26363,0.063284,0.24429,124.92,0.2852,170.46,149.54,161.23,0.83237,185.23,163.69,0.46058,43.692,133.54,0.1789,131.08,0.22259,130.46,111.38,509,527.69,96.615,498.46,441,0.83477,512.08,130.46,469.54,0.98472,0.77588,458,0.028973,147.69,108.92,548,475,520.38,441.08,0.736,514.23,495.08,511.08,490,0.72116,0.70211,abnormal
0.043176,-0.064514,0.014766,0.016328,0.013828,0.014531,0.013047,0.016094,0.083288,0.0175,0.027914,0.016563,0.013125,-0.62539,0.018359,0.0080599,0.018281,0.012891,0.055845,0.013125,-0.0051261,0.021484,0.0049377,0.013906,185.6,-0.0046414,198.4,163.84,172.8,-0.26707,166.4,311.04,0.079627,158.72,212.48,-0.010971,271.36,-0.010361,227.84,249.6,220.48,172.8,207.36,65.92,279.36,1.9718,179.68,161.28,262.08,4.823,1.6618,370.72,0.012479,200.96,162.56,350.24,292,269.12,530.56,1.4938,277.12,375.68,355.68,253.76,1.1553,1.0286,abnormal
0.031614,-0.05676,0.016881,0.016323,0.019113,0.01144,0.015904,0.020229,0.067398,0.015625,0.02674,0.017718,0.013951,-0.62474,0.020508,0.01391,0.019531,0.022042,0.04585,0.013951,-0.00085477,0.019392,-0.0001324,0.015067,288,0.0071802,144,176,242.29,-0.24508,157.71,240,0.064074,182.86,230.86,0.00094344,192,0.003843,221.71,217.14,164.29,250.57,132.57,27.429,74.857,3.1505,353.14,141.71,302.86,6.9492,1.9611,446.86,0.0065402,171.43,228.57,353.14,168.29,402.29,313.71,1.6074,302.86,260,211.43,398.86,1.5626,1.2999,normal
0.047007,-0.074876,0.014865,0.013835,0.015516,0.013129,0.016276,0.016168,0.08338,0.018121,0.029034,0.017307,0.016059,-0.63995,0.016927,0.0044118,0.022407,0.017741,0.05849,0.014974,-0.0083865,0.018066,0.0034412,0.015408,176.89,-0.0092451,199.11,212.44,205.33,-0.29545,188.44,199.11,0.083176,216.89,198.22,-0.013908,152,-0.014673,177.78,204.44,374,209.33,191.11,240,180.44,3.0991,217.89,152.89,375,3.9587,2.439,405.56,0.019959,149.33,185.78,355.67,429.89,285.11,299.33,1.5764,266.22,282.67,308,294.44,1.2807,1.1404,normal
0.052371,-0.040197,0.012858,0.011922,0.019043,0.016561,0.018717,0.017537,0.079034,0.015381,0.022117,0.023966,0.019491,-0.65361,0.017904,0.011246,0.023722,0.017456,0.048739,0.014079,-0.010273,0.02238,0.0023091,0.015055,160.67,-0.0027379,152.67,176,155.33,-0.23868,114.67,203.33,0.070209,172,162.67,-0.015017,189.33,-0.011887,118,250,300.67,413,173.33,251,319.17,3.9673,247,193.33,345.92,4.532,2.4469,227.33,0.01969,133.33,162,229.75,333.33,334.75,318.92,1.8037,294.08,334.83,331.17,295,1.4715,1.1981,normal
-0.028733,-0.11503,0.014264,0.012133,0.016809,0.015803,0.017282,0.016158,0.024801,0.0116,0.050792,0.017164,0.012843,-0.48097,0.015566,0.036348,0.016454,0.018584,0.057168,0.010949,-0.0085916,0.016572,-0.0045609,0.015625,277.33,0.020727,185.21,218.18,183.27,-0.22793,239.52,170.67,0.051273,141.58,183.27,-0.0043257,160,0.0062729,201.7,215.27,168.97,304,202.67,28.364,280.24,2.7857,245.58,250.18,343.76,5.6138,2.3195,393.21,-0.00042769,172.61,204.61,248.97,268.36,353.45,386.18,2.0131,349.33,408.73,382.55,294.18,1.6833,1.2833,normal
0.051037,-0.035843,0.017803,0.013597,0.012019,0.016827,0.016151,0.01863,0.082419,0.014573,0.023722,0.013897,0.016977,-0.71367,0.020959,0.0092066,0.026893,0.016151,0.058129,0.016376,-0.014575,0.014423,0.0032953,0.011418,156.31,-0.0093889,151.38,155.08,163.69,-0.22946,199.38,187.08,0.075738,192,177.23,-0.021531,233.85,-0.019661,120.62,198.15,180.31,17.231,177.23,83.692,30.462,3.5371,290.15,167.38,231.69,4.8152,2.8694,280.92,0.022289,189.54,205.54,292.31,316.46,300.77,315.23,1.6428,257.23,186.31,466.46,411.38,1.4224,1.2097,normal
-0.072219,-0.15845,0.0068359,0.0036621,0.0031738,0.0048828,0.01123,0.012695,-0.0077714,0.0080566,0.063507,0.023682,0.0053711,-0.38657,0.010742,0.05698,0.01001,0.010986,0.057424,0.0043945,-0.015008,0.014648,-0.026307,0.0024414,248,0.042132,272,192,144,-0.26441,224,224,0.034812,480,148,0.0025633,148,0.022794,248,152,436,432,352,248,54,9.8909,379,256,404,17.95,6.4973,338,-0.027916,260,240,296,346,579,418,5.2436,265,502,342,352,3.6651,3.093,normal
0.0092669,-0.10014,0.0095486,0.0078125,0.010851,0.0095486,0.011068,0.0075955,0.0091895,0.0065104,0.031219,0.013455,0.0065104,-0.61974,0.010417,0.026976,0.013672,0.022786,0.03384,0.0043403,0.0094731,0.020616,0.0063245,0.0073785,167.11,0.0268,128,266.67,167.11,-0.025913,234.67,245.33,0.031254,227.56,103.11,0.014031,110.22,0.013819,177.78,209.78,256.89,269.33,199.11,56.889,314.67,5.3436,292,184.89,285.33,8.6915,4.0446,264,0.0028457,234.67,149.33,288,263.11,255.11,113.33,3.3315,280.89,406.22,230.22,311.11,2.6176,2.0613,normal
-0.089774,-0.14132,0.0087891,0.0058594,0.0058594,0.0061035,0.005127,0.0056152,-0.044949,0.003418,0.040288,0.010742,0.005127,-0.25786,0.012695,0.051373,0.011719,0.013428,0.020498,0.0083008,0.01493,0.016602,-0.0079172,0.0046387,168,0.053838,188,248,188,-0.19798,336,192,-0.0079866,416,240,0.03445,92,0.04795,200,324,340,598,256,360,20,5.9264,479,144,209,6.4075,3.9109,415,-0.030389,200,172,208,609,393,644,3.3794,172,461,424,301,2.6107,2.2172,normal
-0.0046227,-0.10901,0.0017361,0.0071615,0.0093316,0.0091146,0.0065104,0.014106,0.045891,0.0069444,0.051146,0.017144,0.0060764,-0.46659,0.0102,0.031629,0.020833,0.019965,0.066588,0.0032552,-0.0068323,0.015408,-0.0052516,0.0026042,120.89,0.014418,273.78,259.56,184.89,-0.26028,117.33,227.56,0.068873,341.33,227.56,-0.0047703,184.89,0.0019539,220.44,174.22,175.11,291.56,355.56,147.56,300.44,12.541,181.33,152.89,274.67,18.139,10.274,368.89,-0.0018599,199.11,156.44,640.89,306.67,496,300.44,7.9357,362.22,336.89,261.33,119.11,5.7798,3.9907,normal
0.027919,-0.076038,0.0093316,0.0080295,0.011502,0.011936,0.011936,0.0097656,0.068449,0.0093316,0.031248,0.015625,0.0067274,-0.60958,0.011285,0.018207,0.018663,0.014323,0.051179,0.0073785,-0.0052615,0.019314,-0.014098,0.0067274,220.44,0.01182,160,227.56,305.78,-0.271,177.78,195.56,0.068992,248.89,177.78,0.0029168,167.11,0.0081771,320,177.78,283.56,87.111,320,112,128.89,6.2097,565.33,248.89,464.89,8.8934,5.0651,230.22,-0.020527,216.89,263.11,244.44,240,136,264.89,4.0202,252.44,312.89,480.89,476,3.4219,3.0475,normal
-0.0052798,-0.093437,0.015447,0.0074574,0.010298,0.011719,0.011719,0.010831,0.037344,0.006392,0.034607,0.01527,0.0065696,-0.43957,0.01456,0.025433,0.015625,0.014205,0.042617,0.0065696,0.0079479,0.025923,0.0043283,0.014915,215.27,0.020702,186.18,200.73,154.18,-0.23832,136.73,165.82,0.047989,145.45,104.73,0.012746,157.09,0.017051,285.09,194.91,354.91,187.64,197.82,8,240,5.5838,246.55,174.55,132.73,5.9968,4.0686,218.55,0.0033949,197.82,116.36,210.91,233.09,140.36,312.73,3.1615,292.36,205.45,267.64,411.64,2.4986,1.9514,normal
0.24486,-0.056894,0.058594,0.03125,0.054865,0.03125,0.042969,0.0625,-0.15866,0.03125,0.086283,0.045455,0.041016,-0.64338,0.0625,0.096477,0.029119,0.015625,-0.059625,0.044922,-0.004063,0.0078125,-0.012717,0.03125,256,0.027511,418.91,58.182,32,0.45248,101.82,512,0.16456,64,128,-0.013596,186.18,0.0093745,512,128,1044.7,256,512,632,896,7.5315,1239.3,256,32,7.8658,7.017,1108.4,-0.013103,226.91,128,480,928,1420,688,6.8858,357.82,64,773.82,1070.5,6.9372,6.5553,normal
-0.052286,-0.12891,0.0095486,0.0097656,0.011285,0.0086806,0.0095486,0.0102,-0.00068273,0.0056424,0.047107,0.010851,0.0039062,-0.33909,0.019314,0.044749,0.012804,0.013021,0.042935,0.0047743,-0.010659,0.019965,-0.017631,0.0065104,234.67,0.03616,234.67,234.67,280.89,-0.22755,263.11,138.67,0.028949,270.22,149.33,0.0044644,174.22,0.021845,192,213.33,291.56,226.67,334.22,241.78,373.33,7.5391,268.44,138.67,416,10.976,6.3422,225.78,-0.013059,184.89,256,288.89,221.33,442.67,182.22,5.0483,393.78,459.11,207.11,428.44,4.0744,3.5095,abnormal
-0.043525,-0.11783,0.012695,0.0073242,0.0063477,0.0046387,0.012695,0.010254,0.0085632,0.0058594,0.04997,0.010254,0.0061035,-0.30865,0.011475,0.040643,0.016846,0.016357,0.050063,0.0095215,-0.013973,0.016602,-0.020123,0.0063477,184,0.028279,256,144,188,-0.20931,296,216,0.038436,144,180,-0.0012583,184,0.01375,192,288,375,408,288,4,186,4.5899,384,268,271,7.393,3.6808,513,-0.015499,180,188,207,162.5,311,304,2.8322,252,167,228,216.5,2.6555,2.0631,normal
0.011261,-0.087206,0.011068,0.0078125,0.008138,0.010417,0.0058594,0.008138,0.057095,0.0055339,0.03336,0.012695,0.0048828,-0.51102,0.007487,0.014103,0.010417,0.015951,0.053417,0.0042318,-0.0006935,0.011719,0.0067779,0.0048828,106.67,0.00087869,320,192,213.33,-0.25454,234.67,165.33,0.066028,405.33,224,-0.0042809,170.67,-0.0049599,469.33,186.67,314.67,288,266.67,61.333,76,5.5837,274.67,117.33,232,9.0943,4.5964,426,0.018102,160,314.67,144,424,398.67,129.33,3.8345,408,312,250.67,434.67,3.2312,2.0342,normal
